product_id,product_name,category,subcategory,price_tier,base_retail_price
10369,Ausrüstung Model 369,Ausrüstung,,premium,800.0
10370,Ausrüstung Model 370,Ausrüstung,,premium,209.63
10371,Ausrüstung Model 371,Ausrüstung,,mid,168.91
10372,Ausrüstung Model 372,Ausrüstung,,mid,81.38
10373,Bekleidung Model 373,Bekleidung,,mid,123.99
10375,Bekleidung Model 375,Bekleidung,,mid,87.64
10376,Schuhe Model 376,Schuhe,,premium,437.05
10377,Ausrüstung Model 377,Ausrüstung,,mid,138.76
10380,Ausrüstung Model 380,Ausrüstung,,mid,144.82
10381,Bekleidung Model 381,Bekleidung,,premium,235.68
10382,Bekleidung Model 382,Bekleidung,,budget,55.91
10383,Schuhe Model 383,Schuhe,,premium,300.73
10384,Schuhe Model 384,Schuhe,,mid,173.1
10385,Schuhe Model 385,Schuhe,,mid,91.72
10386,Ausrüstung Model 386,Ausrüstung,,premium,231.06
10387,Ausrüstung Model 387,Ausrüstung,,premium,293.18
10388,Schuhe Model 388,Schuhe,,mid,165.82
10391,Bekleidung Model 391,Bekleidung,,budget,70.21
10393,Schuhe Model 393,Schuhe,,mid,165.73
10394,Bekleidung Model 394,Bekleidung,,mid,90.62
10395,Schuhe Model 395,Schuhe,,budget,62.32
10396,Schuhe Model 396,Schuhe,,mid,146.95
10397,Bekleidung Model 397,Bekleidung,,mid,117.49
10400,Ausrüstung Model 400,Ausrüstung,,premium,266.07
10401,Schuhe Model 401,Schuhe,,mid,152.87
10402,Bekleidung Model 402,Bekleidung,,budget,78.09
10405,Schuhe Model 405,Schuhe,,mid,134.81
10407,Ausrüstung Model 407,Ausrüstung,,budget,60.72
10408,Schuhe Model 408,Schuhe,,budget,70.77
10409,Ausrüstung Model 409,Ausrüstung,,premium,310.2
10410,Bekleidung Model 410,Bekleidung,,budget,79.54
10412,Schuhe Model 412,Schuhe,,mid,123.24
10413,Bekleidung Model 413,Bekleidung,,mid,82.92
10416,Ausrüstung Model 416,Ausrüstung,,mid,158.74
10419,Schuhe Model 419,Schuhe,,mid,104.11
10421,Schuhe Model 421,Schuhe,,mid,95.64
10423,Bekleidung Model 423,Bekleidung,,budget,47.62
10425,Bekleidung Model 425,Bekleidung,,budget,62.56
10427,Schuhe Model 427,Schuhe,,mid,134.06
10429,Ausrüstung Model 429,Ausrüstung,,budget,52.46
10430,Ausrüstung Model 430,Ausrüstung,,mid,178.92
10435,Schuhe Model 435,Schuhe,,premium,245.84
10436,Ausrüstung Model 436,Ausrüstung,,premium,741.91
10437,Schuhe Model 437,Schuhe,,mid,101.35
10438,Schuhe Model 438,Schuhe,,mid,97.25
10439,Ausrüstung Model 439,Ausrüstung,,premium,410.5
10441,Schuhe Model 441,Schuhe,,mid,93.56
10442,Bekleidung Model 442,Bekleidung,,budget,63.3
10443,Bekleidung Model 443,Bekleidung,,budget,68.78
10445,Schuhe Model 445,Schuhe,,budget,76.76
10446,Schuhe Model 446,Schuhe,,budget,73.55
10449,Ausrüstung Model 449,Ausrüstung,,mid,174.85
10451,Bekleidung Model 451,Bekleidung,,budget,44.75
10452,Bekleidung Model 452,Bekleidung,,mid,147.02
10453,Schuhe Model 453,Schuhe,,mid,109.18
10454,Ausrüstung Model 454,Ausrüstung,,mid,143.36
10455,Bekleidung Model 455,Bekleidung,,mid,122.11
10456,Ausrüstung Model 456,Ausrüstung,,budget,67.63
10457,Bekleidung Model 457,Bekleidung,,mid,102.46
10458,Ausrüstung Model 458,Ausrüstung,,mid,166.75
10461,Bekleidung Model 461,Bekleidung,,premium,355.38
10462,Schuhe Model 462,Schuhe,,mid,88.33
10463,Bekleidung Model 463,Bekleidung,,budget,59.23
10466,Ausrüstung Model 466,Ausrüstung,,mid,95.0
10467,Schuhe Model 467,Schuhe,,premium,220.19
10468,Ausrüstung Model 468,Ausrüstung,,premium,401.16
10469,Schuhe Model 469,Schuhe,,mid,91.34
10470,Ausrüstung Model 470,Ausrüstung,,mid,82.88
10471,Schuhe Model 471,Schuhe,,mid,153.81
10473,Schuhe Model 473,Schuhe,,mid,166.75
10474,Bekleidung Model 474,Bekleidung,,mid,92.0
10477,Bekleidung Model 477,Bekleidung,,premium,239.25
10478,Schuhe Model 478,Schuhe,,mid,89.44
10479,Bekleidung Model 479,Bekleidung,,budget,64.55
10482,Bekleidung Model 482,Bekleidung,,mid,120.92
10483,Bekleidung Model 483,Bekleidung,,premium,272.09
10484,Bekleidung Model 484,Bekleidung,,budget,73.25
10487,Ausrüstung Model 487,Ausrüstung,,mid,88.97
10488,Schuhe Model 488,Schuhe,,mid,119.51
10489,Schuhe Model 489,Schuhe,,premium,298.06
10492,Ausrüstung Model 492,Ausrüstung,,mid,146.72
10493,Ausrüstung Model 493,Ausrüstung,,premium,341.0
10499,Schuhe Model 499,Schuhe,,premium,305.93
10000,Bekleidung Model 0,Bekleidung,,mid,99.99
10001,Schuhe Model 1,Schuhe,,premium,310.47
10002,Schuhe Model 2,Schuhe,,premium,195.43
10003,Bekleidung Model 3,Bekleidung,,budget,57.62
10005,Ausrüstung Model 5,Ausrüstung,,premium,209.42
10009,Schuhe Model 9,Schuhe,,mid,96.1
10011,Schuhe Model 11,Schuhe,,premium,239.11
10012,Schuhe Model 12,Schuhe,,mid,114.75
10016,Bekleidung Model 16,Bekleidung,,mid,81.71
10018,Bekleidung Model 18,Bekleidung,,budget,62.18
10019,Ausrüstung Model 19,Ausrüstung,,premium,229.52
10022,Ausrüstung Model 22,Ausrüstung,,mid,161.45
10023,Bekleidung Model 23,Bekleidung,,mid,110.9
10029,Ausrüstung Model 29,Ausrüstung,,mid,87.89
10030,Bekleidung Model 30,Bekleidung,,premium,206.58
10031,Ausrüstung Model 31,Ausrüstung,,mid,160.93
10032,Ausrüstung Model 32,Ausrüstung,,premium,338.83
10034,Schuhe Model 34,Schuhe,,premium,340.49
10035,Schuhe Model 35,Schuhe,,premium,292.27
10037,Ausrüstung Model 37,Ausrüstung,,premium,292.98
10039,Bekleidung Model 39,Bekleidung,,premium,185.15
10041,Bekleidung Model 41,Bekleidung,,mid,122.93
10042,Ausrüstung Model 42,Ausrüstung,,premium,311.34
10047,Bekleidung Model 47,Bekleidung,,mid,125.28
10050,Schuhe Model 50,Schuhe,,premium,274.32
10051,Schuhe Model 51,Schuhe,,budget,60.94
10052,Schuhe Model 52,Schuhe,,budget,51.85
10055,Schuhe Model 55,Schuhe,,mid,119.54
10057,Ausrüstung Model 57,Ausrüstung,,mid,139.44
10059,Bekleidung Model 59,Bekleidung,,mid,121.73
10060,Bekleidung Model 60,Bekleidung,,mid,101.49
10061,Ausrüstung Model 61,Ausrüstung,,budget,76.87
10066,Ausrüstung Model 66,Ausrüstung,,budget,74.44
10067,Schuhe Model 67,Schuhe,,mid,156.34
10070,Schuhe Model 70,Schuhe,,mid,115.18
10071,Ausrüstung Model 71,Ausrüstung,,budget,71.9
10076,Schuhe Model 76,Schuhe,,mid,85.64
10077,Ausrüstung Model 77,Ausrüstung,,mid,172.39
10078,Bekleidung Model 78,Bekleidung,,budget,76.14
10079,Ausrüstung Model 79,Ausrüstung,,mid,127.14
10080,Schuhe Model 80,Schuhe,,mid,165.19
10091,Schuhe Model 91,Schuhe,,mid,141.97
10092,Schuhe Model 92,Schuhe,,premium,566.48
10094,Schuhe Model 94,Schuhe,,mid,113.98
10098,Ausrüstung Model 98,Ausrüstung,,mid,87.41
10102,Bekleidung Model 102,Bekleidung,,premium,224.14
10108,Ausrüstung Model 108,Ausrüstung,,premium,431.03
10119,Bekleidung Model 119,Bekleidung,,budget,60.81
10120,Schuhe Model 120,Schuhe,,mid,90.36
10121,Schuhe Model 121,Schuhe,,budget,78.89
10122,Bekleidung Model 122,Bekleidung,,mid,83.86
10126,Schuhe Model 126,Schuhe,,mid,107.83
10128,Ausrüstung Model 128,Ausrüstung,,mid,99.11
10131,Ausrüstung Model 131,Ausrüstung,,budget,74.87
10132,Ausrüstung Model 132,Ausrüstung,,mid,159.1
10140,Schuhe Model 140,Schuhe,,budget,53.85
10142,Bekleidung Model 142,Bekleidung,,mid,95.19
10146,Bekleidung Model 146,Bekleidung,,budget,78.28
10151,Ausrüstung Model 151,Ausrüstung,,mid,113.39
10154,Schuhe Model 154,Schuhe,,premium,184.54
10155,Ausrüstung Model 155,Ausrüstung,,budget,67.3
10156,Bekleidung Model 156,Bekleidung,,mid,111.93
10157,Schuhe Model 157,Schuhe,,premium,249.83
10161,Bekleidung Model 161,Bekleidung,,budget,72.11
10162,Bekleidung Model 162,Bekleidung,,mid,101.77
10165,Schuhe Model 165,Schuhe,,mid,112.41
10168,Ausrüstung Model 168,Ausrüstung,,premium,187.98
10169,Bekleidung Model 169,Bekleidung,,budget,63.62
10174,Bekleidung Model 174,Bekleidung,,mid,96.92
10177,Bekleidung Model 177,Bekleidung,,budget,66.98
10179,Ausrüstung Model 179,Ausrüstung,,mid,111.54
10181,Ausrüstung Model 181,Ausrüstung,,budget,73.28
10183,Schuhe Model 183,Schuhe,,mid,101.93
10185,Bekleidung Model 185,Bekleidung,,premium,222.71
10187,Bekleidung Model 187,Bekleidung,,budget,71.42
10192,Schuhe Model 192,Schuhe,,budget,58.02
10199,Schuhe Model 199,Schuhe,,mid,137.57
10200,Bekleidung Model 200,Bekleidung,,budget,61.83
10201,Ausrüstung Model 201,Ausrüstung,,mid,81.87
10203,Schuhe Model 203,Schuhe,,budget,79.2
10204,Bekleidung Model 204,Bekleidung,,mid,85.02
10205,Ausrüstung Model 205,Ausrüstung,,mid,106.23
10207,Bekleidung Model 207,Bekleidung,,mid,99.5
10208,Ausrüstung Model 208,Ausrüstung,,premium,306.83
10210,Bekleidung Model 210,Bekleidung,,budget,69.27
10212,Bekleidung Model 212,Bekleidung,,budget,62.39
10216,Bekleidung Model 216,Bekleidung,,mid,137.24
10217,Schuhe Model 217,Schuhe,,premium,239.32
10218,Bekleidung Model 218,Bekleidung,,mid,104.38
10220,Bekleidung Model 220,Bekleidung,,budget,51.2
10222,Ausrüstung Model 222,Ausrüstung,,budget,42.73
10225,Ausrüstung Model 225,Ausrüstung,,mid,142.75
10226,Schuhe Model 226,Schuhe,,mid,139.77
10227,Bekleidung Model 227,Bekleidung,,budget,41.46
10230,Schuhe Model 230,Schuhe,,mid,128.34
10231,Bekleidung Model 231,Bekleidung,,mid,125.9
10232,Bekleidung Model 232,Bekleidung,,mid,108.7
10236,Ausrüstung Model 236,Ausrüstung,,premium,554.14
10238,Bekleidung Model 238,Bekleidung,,premium,211.86
10243,Bekleidung Model 243,Bekleidung,,mid,157.04
10244,Ausrüstung Model 244,Ausrüstung,,budget,45.39
10245,Schuhe Model 245,Schuhe,,premium,261.07
10246,Bekleidung Model 246,Bekleidung,,budget,74.08
10248,Schuhe Model 248,Schuhe,,budget,73.26
10249,Schuhe Model 249,Schuhe,,budget,53.12
10252,Schuhe Model 252,Schuhe,,budget,63.75
10256,Schuhe Model 256,Schuhe,,mid,106.72
10270,Schuhe Model 270,Schuhe,,mid,122.36
10272,Schuhe Model 272,Schuhe,,mid,134.16
10273,Schuhe Model 273,Schuhe,,mid,113.05
10279,Schuhe Model 279,Schuhe,,mid,128.15
10280,Schuhe Model 280,Schuhe,,mid,106.97
10282,Bekleidung Model 282,Bekleidung,,budget,20.0
10284,Bekleidung Model 284,Bekleidung,,mid,172.03
10285,Ausrüstung Model 285,Ausrüstung,,budget,34.77
10290,Ausrüstung Model 290,Ausrüstung,,budget,68.21
10291,Ausrüstung Model 291,Ausrüstung,,premium,506.03
10292,Schuhe Model 292,Schuhe,,premium,194.0
10294,Ausrüstung Model 294,Ausrüstung,,premium,245.96
10296,Schuhe Model 296,Schuhe,,mid,93.48
10299,Ausrüstung Model 299,Ausrüstung,,premium,244.47
10305,Schuhe Model 305,Schuhe,,premium,216.95
10306,Bekleidung Model 306,Bekleidung,,budget,42.58
10307,Bekleidung Model 307,Bekleidung,,mid,117.87
10308,Schuhe Model 308,Schuhe,,mid,163.46
10309,Ausrüstung Model 309,Ausrüstung,,mid,119.5
10311,Ausrüstung Model 311,Ausrüstung,,budget,61.82
10313,Schuhe Model 313,Schuhe,,mid,110.78
10316,Bekleidung Model 316,Bekleidung,,budget,53.38
10317,Ausrüstung Model 317,Ausrüstung,,budget,55.37
10324,Schuhe Model 324,Schuhe,,mid,135.03
10326,Bekleidung Model 326,Bekleidung,,budget,58.74
10329,Ausrüstung Model 329,Ausrüstung,,premium,321.28
10330,Bekleidung Model 330,Bekleidung,,mid,87.23
10331,Schuhe Model 331,Schuhe,,mid,130.99
10332,Ausrüstung Model 332,Ausrüstung,,mid,115.06
10333,Ausrüstung Model 333,Ausrüstung,,mid,142.61
10336,Schuhe Model 336,Schuhe,,budget,61.92
10337,Schuhe Model 337,Schuhe,,mid,176.2
10338,Bekleidung Model 338,Bekleidung,,mid,90.24
10340,Bekleidung Model 340,Bekleidung,,mid,82.36
10343,Bekleidung Model 343,Bekleidung,,budget,51.06
10344,Bekleidung Model 344,Bekleidung,,mid,91.61
10347,Ausrüstung Model 347,Ausrüstung,,budget,45.07
10358,Schuhe Model 358,Schuhe,,mid,157.41
10360,Bekleidung Model 360,Bekleidung,,mid,91.11
10363,Bekleidung Model 363,Bekleidung,,budget,35.02
10367,Schuhe Model 367,Schuhe,,premium,205.78
10368,Ausrüstung Model 368,Ausrüstung,,budget,76.36
10374,Ausrüstung Model 374,Ausrüstung,,mid,99.19
10378,Schuhe Model 378,Schuhe,,premium,215.86
10379,Ausrüstung Model 379,Ausrüstung,,mid,90.72
10389,Schuhe Model 389,Schuhe,,budget,55.42
10390,Schuhe Model 390,Schuhe,,mid,84.47
10392,Bekleidung Model 392,Bekleidung,,budget,77.89
10398,Schuhe Model 398,Schuhe,,mid,160.76
10399,Schuhe Model 399,Schuhe,,premium,208.59
10403,Schuhe Model 403,Schuhe,,budget,52.96
10404,Bekleidung Model 404,Bekleidung,,mid,105.4
10406,Bekleidung Model 406,Bekleidung,,mid,95.87
10411,Schuhe Model 411,Schuhe,,mid,170.84
10414,Bekleidung Model 414,Bekleidung,,mid,143.02
10415,Bekleidung Model 415,Bekleidung,,budget,59.76
10417,Bekleidung Model 417,Bekleidung,,budget,61.72
10418,Bekleidung Model 418,Bekleidung,,budget,62.76
10420,Schuhe Model 420,Schuhe,,mid,135.78
10422,Ausrüstung Model 422,Ausrüstung,,premium,357.46
10424,Ausrüstung Model 424,Ausrüstung,,mid,130.22
10426,Bekleidung Model 426,Bekleidung,,premium,194.06
10428,Bekleidung Model 428,Bekleidung,,mid,151.28
10431,Schuhe Model 431,Schuhe,,premium,189.58
10432,Bekleidung Model 432,Bekleidung,,mid,85.57
10433,Ausrüstung Model 433,Ausrüstung,,premium,312.89
10434,Ausrüstung Model 434,Ausrüstung,,mid,103.33
10440,Ausrüstung Model 440,Ausrüstung,,premium,448.41
10444,Schuhe Model 444,Schuhe,,budget,62.04
10447,Schuhe Model 447,Schuhe,,mid,82.77
