order_id,order_date,ship_date,return_date,customer_id,product_id,quantity,unit_price,discount,gross_revenue,net_revenue,product_name,category,subcategory,price_tier,base_retail_price,marketing_cost_per_order
fb1c4e521f1a,2024-01-01,2024-01-05,2024-01-27,3278443b,10133,1,127.85,0,127.85,127.85,Bekleidung Model 133,Bekleidung,,mid,127.85,7.0
3fcc4fe710f7,2024-01-01,2024-01-04,,5407c5e5,10479,1,64.55,0,64.55,64.55,Bekleidung Model 479,Bekleidung,,budget,64.55,3.0
73ca2e91f7d4,2024-01-01,2024-01-03,,4cfc52d8,10209,1,103.85,0,103.85,103.85,Ausrüstung Model 209,Ausrüstung,,mid,103.85,7.0
713b47dcd5fc,2024-01-01,2024-01-03,,bb749593,10320,1,37.78,0,37.78,37.78,Bekleidung Model 320,Bekleidung,,budget,37.78,3.0
98138bfea541,2024-01-01,2024-01-02,,c37253d3,10328,1,79.63,0,79.63,79.63,Bekleidung Model 328,Bekleidung,,budget,79.63,3.0
98138bfea541,2024-01-01,2024-01-02,2024-01-27,c37253d3,10104,1,121.03,0,121.03,121.03,Schuhe Model 104,Schuhe,,mid,121.03,7.0
415ec4dea6c1,2024-01-01,2024-01-04,,59be937c,10090,1,222.2,0,222.2,222.2,Ausrüstung Model 90,Ausrüstung,,premium,222.2,12.0
12e6f36c9123,2024-01-01,2024-01-06,,8a6b145d,10271,1,108.04,0,108.04,108.04,Schuhe Model 271,Schuhe,,mid,120.05,7.0
35d9dd88ec9c,2024-01-01,2024-01-03,,61ff77c2,10065,1,130.02,0,130.02,130.02,Bekleidung Model 65,Bekleidung,,mid,144.47,7.0
a9f00d525449,2024-01-01,2024-01-05,,206bff68,10056,1,34.91,0,34.91,34.91,Ausrüstung Model 56,Ausrüstung,,budget,34.91,3.0
d5e52dacb8b2,2024-01-01,2024-01-02,,a083224e,10489,1,298.06,0,298.06,298.06,Schuhe Model 489,Schuhe,,premium,298.06,12.0
da779be12030,2024-01-01,2024-01-03,,8ec011a9,10084,1,69.06,0,69.06,69.06,Bekleidung Model 84,Bekleidung,,budget,69.06,3.0
da779be12030,2024-01-01,2024-01-03,,8ec011a9,10405,1,134.81,0,134.81,134.81,Schuhe Model 405,Schuhe,,mid,134.81,7.0
7a2b8cb19bf3,2024-01-01,2024-01-03,2024-01-10,1ce8850e,10133,1,127.85,0,127.85,127.85,Bekleidung Model 133,Bekleidung,,mid,127.85,7.0
523b39b731bb,2024-01-01,2024-01-04,,61ff77c2,10173,1,110.53,0,110.53,110.53,Ausrüstung Model 173,Ausrüstung,,mid,110.53,7.0
523b39b731bb,2024-01-01,2024-01-04,2024-01-29,61ff77c2,10445,1,76.76,0,76.76,76.76,Schuhe Model 445,Schuhe,,budget,76.76,3.0
523b39b731bb,2024-01-01,2024-01-04,,61ff77c2,10479,1,64.55,0,64.55,64.55,Bekleidung Model 479,Bekleidung,,budget,64.55,3.0
99ef2869f193,2024-01-01,2024-01-06,,edcadc39,10373,1,123.99,0,123.99,123.99,Bekleidung Model 373,Bekleidung,,mid,123.99,7.0
27d82a65a366,2024-01-01,2024-01-05,,2c3a998e,10084,1,69.06,0,69.06,69.06,Bekleidung Model 84,Bekleidung,,budget,69.06,3.0
c3a409425258,2024-01-01,2024-01-02,,225843cf,10355,1,37.8,0,37.8,37.8,Bekleidung Model 355,Bekleidung,,budget,37.8,3.0
fce2a39880c8,2024-01-01,2024-01-05,2024-01-27,e8086f7e,10254,1,117.33,0,117.33,117.33,Ausrüstung Model 254,Ausrüstung,,mid,117.33,7.0
fce2a39880c8,2024-01-01,2024-01-05,,e8086f7e,10271,1,120.05,0,120.05,120.05,Schuhe Model 271,Schuhe,,mid,120.05,7.0
bab3f3f0dbb7,2024-01-01,2024-01-06,,01ec51d6,10054,1,102.56,0,102.56,102.56,Bekleidung Model 54,Bekleidung,,mid,102.56,7.0
a3c89fa2893d,2024-01-01,2024-01-02,,c37253d3,10320,1,37.78,0,37.78,37.78,Bekleidung Model 320,Bekleidung,,budget,37.78,3.0
29ea836e2aab,2024-01-01,2024-01-06,,61ff77c2,10180,1,23.98,0,23.98,23.98,Bekleidung Model 180,Bekleidung,,budget,23.98,3.0
593190e2049d,2024-01-01,2024-01-02,,8f9afbba,10115,1,315.67,0,315.67,315.67,Schuhe Model 115,Schuhe,,premium,315.67,12.0
593190e2049d,2024-01-01,2024-01-02,,8f9afbba,10419,1,104.11,0,104.11,104.11,Schuhe Model 419,Schuhe,,mid,104.11,7.0
1cc50dc8048a,2024-01-01,2024-01-06,2024-02-03,5c5ffdd6,10304,1,101.45,0,101.45,101.45,Schuhe Model 304,Schuhe,,mid,101.45,7.0
e002030ec0aa,2024-01-01,2024-01-06,,90345d36,10461,1,355.38,0,355.38,355.38,Bekleidung Model 461,Bekleidung,,premium,355.38,12.0
97659da923f9,2024-01-01,2024-01-02,,231aca00,10027,1,175.32,0,175.32,175.32,Bekleidung Model 27,Bekleidung,,mid,175.32,7.0
1d6c388d27e5,2024-01-01,2024-01-03,,c37253d3,10320,1,37.78,0,37.78,37.78,Bekleidung Model 320,Bekleidung,,budget,37.78,3.0
24ddaf79dc3d,2024-01-01,2024-01-02,,bc4d8d53,10093,1,159.45,0,159.45,159.45,Bekleidung Model 93,Bekleidung,,mid,159.45,7.0
24ddaf79dc3d,2024-01-01,2024-01-02,,bc4d8d53,10172,1,103.2,0,103.2,103.2,Bekleidung Model 172,Bekleidung,,mid,103.2,7.0
9a47d571c396,2024-01-01,2024-01-02,,838ed004,10189,1,31.57,0,31.57,31.57,Ausrüstung Model 189,Ausrüstung,,budget,31.57,3.0
d53d34bd75e2,2024-01-01,2024-01-04,,c4299acf,10483,1,272.09,0,272.09,272.09,Bekleidung Model 483,Bekleidung,,premium,272.09,12.0
1cab67b0487a,2024-01-01,2024-01-06,,f2555c6b,10189,1,31.57,0,31.57,31.57,Ausrüstung Model 189,Ausrüstung,,budget,31.57,3.0
6ca20921dd44,2024-01-01,2024-01-05,,54561c84,10189,1,31.57,0,31.57,31.57,Ausrüstung Model 189,Ausrüstung,,budget,31.57,3.0
6404ae673b09,2024-01-01,2024-01-05,,d8027cca,10065,1,144.47,0,144.47,144.47,Bekleidung Model 65,Bekleidung,,mid,144.47,7.0
eb89b5d00cc6,2024-01-01,2024-01-02,,61ff77c2,10320,1,37.78,0,37.78,37.78,Bekleidung Model 320,Bekleidung,,budget,37.78,3.0
eb89b5d00cc6,2024-01-01,2024-01-02,,61ff77c2,10133,1,127.85,0,127.85,127.85,Bekleidung Model 133,Bekleidung,,mid,127.85,7.0
eb89b5d00cc6,2024-01-01,2024-01-02,2024-01-11,61ff77c2,10235,1,153.81,0,153.81,153.81,Schuhe Model 235,Schuhe,,mid,153.81,7.0
7b060c168016,2024-01-01,2024-01-05,2024-02-04,992d2294,10320,1,37.78,0,37.78,37.78,Bekleidung Model 320,Bekleidung,,budget,37.78,3.0
a96c54eee299,2024-01-01,2024-01-03,,231aca00,10304,1,101.45,0,101.45,101.45,Schuhe Model 304,Schuhe,,mid,101.45,7.0
7267cac3ffb1,2024-01-01,2024-01-02,,e9b18223,10474,1,92.0,0,92.0,92.0,Bekleidung Model 474,Bekleidung,,mid,92.0,7.0
3abacc19473f,2024-01-01,2024-01-05,,1d171170,10065,1,144.47,0,144.47,144.47,Bekleidung Model 65,Bekleidung,,mid,144.47,7.0
4c16383be4fa,2024-01-01,2024-01-05,,15c76f9c,10451,1,44.75,0,44.75,44.75,Bekleidung Model 451,Bekleidung,,budget,44.75,3.0
bdf8c749c5c7,2024-01-01,2024-01-02,,06725907,10320,1,37.78,0,37.78,37.78,Bekleidung Model 320,Bekleidung,,budget,37.78,3.0
204c65c33bdd,2024-01-01,2024-01-05,,22a51147,10289,1,51.08,0,51.08,51.08,Bekleidung Model 289,Bekleidung,,budget,51.08,3.0
6826f725ada2,2024-01-01,2024-01-05,,47dd95a7,10275,1,58.67,0,58.67,58.67,Bekleidung Model 275,Bekleidung,,budget,58.67,3.0
6826f725ada2,2024-01-01,2024-01-05,,47dd95a7,10375,1,87.64,0,87.64,87.64,Bekleidung Model 375,Bekleidung,,mid,87.64,7.0
c1e346c757e5,2024-01-01,2024-01-06,,e68e2959,10320,1,37.78,0,37.78,37.78,Bekleidung Model 320,Bekleidung,,budget,37.78,3.0
b283c8db2be0,2024-01-01,2024-01-03,,36982961,10065,1,144.47,0,144.47,144.47,Bekleidung Model 65,Bekleidung,,mid,144.47,7.0
b283c8db2be0,2024-01-01,2024-01-03,,36982961,10281,1,200.82,0,200.82,200.82,Bekleidung Model 281,Bekleidung,,premium,200.82,12.0
849da35c4ed0,2024-01-01,2024-01-03,,43b4c191,10320,1,37.78,0,37.78,37.78,Bekleidung Model 320,Bekleidung,,budget,37.78,3.0
17306802ce64,2024-01-01,2024-01-04,,1493b0ae,10320,1,37.78,0,37.78,37.78,Bekleidung Model 320,Bekleidung,,budget,37.78,3.0
d8249497aef0,2024-01-01,2024-01-06,,fe17764d,10056,1,34.91,0,34.91,34.91,Ausrüstung Model 56,Ausrüstung,,budget,34.91,3.0
c2e0eff0e39b,2024-01-01,2024-01-02,,e2f8f04e,10124,1,179.35,0,179.35,179.35,Ausrüstung Model 124,Ausrüstung,,mid,179.35,7.0
241dc594d57b,2024-01-02,2024-01-07,2024-01-30,26da1ac6,10235,1,153.81,0,153.81,153.81,Schuhe Model 235,Schuhe,,mid,153.81,7.0
241dc594d57b,2024-01-02,2024-01-07,,26da1ac6,10262,1,126.26,0,126.26,126.26,Ausrüstung Model 262,Ausrüstung,,mid,126.26,7.0
07636c645325,2024-01-02,2024-01-03,,206bff68,10065,1,144.47,0,144.47,144.47,Bekleidung Model 65,Bekleidung,,mid,144.47,7.0
a5c9433e177f,2024-01-02,2024-01-05,,e68e2959,10065,1,144.47,0,144.47,144.47,Bekleidung Model 65,Bekleidung,,mid,144.47,7.0
a5c9433e177f,2024-01-02,2024-01-05,,e68e2959,10036,1,70.15,0,70.15,70.15,Bekleidung Model 36,Bekleidung,,budget,70.15,3.0
a5c9433e177f,2024-01-02,2024-01-05,,e68e2959,10281,1,200.82,0,200.82,200.82,Bekleidung Model 281,Bekleidung,,premium,200.82,12.0
97f20536c4a3,2024-01-02,2024-01-04,2024-01-26,7e1e14a9,10266,1,69.32,0,69.32,69.32,Bekleidung Model 266,Bekleidung,,budget,69.32,3.0
799e57536bed,2024-01-02,2024-01-07,,32ef93e3,10198,1,133.08,0,133.08,133.08,Schuhe Model 198,Schuhe,,mid,133.08,7.0
365d81248355,2024-01-02,2024-01-04,,f99550e3,10223,1,199.86,0,199.86,199.86,Bekleidung Model 223,Bekleidung,,premium,199.86,12.0
22853f3579b6,2024-01-02,2024-01-05,,13ce418a,10180,1,23.98,0,23.98,23.98,Bekleidung Model 180,Bekleidung,,budget,23.98,3.0
db2e54213f0e,2024-01-02,2024-01-06,,c37253d3,10198,1,133.08,0,133.08,133.08,Schuhe Model 198,Schuhe,,mid,133.08,7.0
063b0dd720ed,2024-01-02,2024-01-07,,25621025,10300,1,125.43,0,125.43,125.43,Ausrüstung Model 300,Ausrüstung,,mid,125.43,7.0
4cf70fcda158,2024-01-02,2024-01-06,2024-01-19,ddf7bb43,10271,1,120.05,0,120.05,120.05,Schuhe Model 271,Schuhe,,mid,120.05,7.0
c72bb9fd550f,2024-01-02,2024-01-03,2024-01-21,225843cf,10409,1,310.2,0,310.2,310.2,Ausrüstung Model 409,Ausrüstung,,premium,310.2,12.0
977f8df9ecd2,2024-01-02,2024-01-03,,f24e86b5,10086,1,56.96,0,56.96,56.96,Schuhe Model 86,Schuhe,,budget,56.96,3.0
977f8df9ecd2,2024-01-02,2024-01-03,2024-01-12,f24e86b5,10295,1,41.37,0,41.37,41.37,Bekleidung Model 295,Bekleidung,,budget,41.37,3.0
14335abaa5be,2024-01-02,2024-01-06,2024-01-29,cb530cdc,10150,1,79.03,0,79.03,79.03,Schuhe Model 150,Schuhe,,budget,79.03,3.0
14335abaa5be,2024-01-02,2024-01-06,,cb530cdc,10170,1,60.79,0,60.79,60.79,Bekleidung Model 170,Bekleidung,,budget,60.79,3.0
6a1b9f390bd4,2024-01-02,2024-01-07,2024-01-23,54561c84,10115,1,315.67,0,315.67,315.67,Schuhe Model 115,Schuhe,,premium,315.67,12.0
1cb05545c29c,2024-01-02,2024-01-04,,e8086f7e,10320,1,37.78,0,37.78,37.78,Bekleidung Model 320,Bekleidung,,budget,37.78,3.0
1cb05545c29c,2024-01-02,2024-01-04,,e8086f7e,10466,1,95.0,0,95.0,95.0,Ausrüstung Model 466,Ausrüstung,,mid,95.0,7.0
1cb05545c29c,2024-01-02,2024-01-04,,e8086f7e,10416,1,158.74,0,158.74,158.74,Ausrüstung Model 416,Ausrüstung,,mid,158.74,7.0
69f9a6372263,2024-01-02,2024-01-06,,206bff68,10026,1,50.71,0,50.71,50.71,Ausrüstung Model 26,Ausrüstung,,budget,50.71,3.0
857ea9b2ade8,2024-01-02,2024-01-06,,180dc54d,10253,1,37.45,0,37.45,37.45,Bekleidung Model 253,Bekleidung,,budget,37.45,3.0
cd9be6f8595f,2024-01-02,2024-01-06,,ed979edf,10065,1,144.47,0,144.47,144.47,Bekleidung Model 65,Bekleidung,,mid,144.47,7.0
cd9be6f8595f,2024-01-02,2024-01-06,,ed979edf,10251,1,85.11,0,85.11,85.11,Bekleidung Model 251,Bekleidung,,mid,85.11,7.0
66937eeaa7ce,2024-01-02,2024-01-03,,5c0ce6e2,10069,1,73.57,0,73.57,73.57,Schuhe Model 69,Schuhe,,mid,81.74,7.0
0e6fb042a7a6,2024-01-02,2024-01-07,,0f4ed6a2,10189,1,31.57,0,31.57,31.57,Ausrüstung Model 189,Ausrüstung,,budget,31.57,3.0
0e6fb042a7a6,2024-01-02,2024-01-07,,0f4ed6a2,10065,1,144.47,0,144.47,144.47,Bekleidung Model 65,Bekleidung,,mid,144.47,7.0
0e6fb042a7a6,2024-01-02,2024-01-07,2024-01-24,0f4ed6a2,10178,1,221.54,0,221.54,221.54,Schuhe Model 178,Schuhe,,premium,221.54,12.0
0afd0129c930,2024-01-02,2024-01-07,,b2f68066,10283,1,318.64,0,318.64,318.64,Ausrüstung Model 283,Ausrüstung,,premium,318.64,12.0
4eadc8b006ee,2024-01-02,2024-01-04,,5c0ce6e2,10251,1,85.11,0,85.11,85.11,Bekleidung Model 251,Bekleidung,,mid,85.11,7.0
c8b9086f9c45,2024-01-02,2024-01-03,2024-02-02,2adb5f48,10375,1,87.64,0,87.64,87.64,Bekleidung Model 375,Bekleidung,,mid,87.64,7.0
c8b9086f9c45,2024-01-02,2024-01-03,,2adb5f48,10304,1,101.45,0,101.45,101.45,Schuhe Model 304,Schuhe,,mid,101.45,7.0
ad88ad1454d7,2024-01-02,2024-01-03,,5fc91bcf,10164,1,157.69,0,157.69,157.69,Ausrüstung Model 164,Ausrüstung,,mid,157.69,7.0
5bad4913fc77,2024-01-02,2024-01-05,,6e34e3ce,10405,1,134.81,0,134.81,134.81,Schuhe Model 405,Schuhe,,mid,134.81,7.0
5bad4913fc77,2024-01-02,2024-01-05,,6e34e3ce,10190,1,157.53,0,157.53,157.53,Ausrüstung Model 190,Ausrüstung,,mid,175.03,7.0
a16061901993,2024-01-02,2024-01-07,,206bff68,10322,1,23.36,0,23.36,23.36,Bekleidung Model 322,Bekleidung,,budget,23.36,3.0
b55bb53985a7,2024-01-02,2024-01-06,,9c802f58,10320,1,37.78,0,37.78,37.78,Bekleidung Model 320,Bekleidung,,budget,37.78,3.0
ff084927c8e9,2024-01-02,2024-01-07,,df00996f,10189,1,31.57,0,31.57,31.57,Ausrüstung Model 189,Ausrüstung,,budget,31.57,3.0
8e80c8c21214,2024-01-02,2024-01-04,,67de2df5,10021,1,134.33,0,134.33,134.33,Ausrüstung Model 21,Ausrüstung,,mid,134.33,7.0
8e80c8c21214,2024-01-02,2024-01-04,,67de2df5,10180,1,23.98,0,23.98,23.98,Bekleidung Model 180,Bekleidung,,budget,23.98,3.0
b43a88e0ab54,2024-01-02,2024-01-06,,9ccc744f,10110,1,71.8,0,71.8,71.8,Ausrüstung Model 110,Ausrüstung,,budget,71.8,3.0
e0815aaf6e2d,2024-01-02,2024-01-07,,26305e34,10271,1,120.05,0,120.05,120.05,Schuhe Model 271,Schuhe,,mid,120.05,7.0
db6f5471d4c4,2024-01-02,2024-01-03,,e265a7cd,10375,1,87.64,0,87.64,87.64,Bekleidung Model 375,Bekleidung,,mid,87.64,7.0
72e7e048ee6c,2024-01-02,2024-01-03,,6e34e3ce,10479,1,64.55,0,64.55,64.55,Bekleidung Model 479,Bekleidung,,budget,64.55,3.0
33fee6f0a91b,2024-01-02,2024-01-04,2024-01-21,9c802f58,10377,1,138.76,0,138.76,138.76,Ausrüstung Model 377,Ausrüstung,,mid,138.76,7.0
a5d5ec55220c,2024-01-02,2024-01-04,,c37253d3,10395,1,62.32,0,62.32,62.32,Schuhe Model 395,Schuhe,,budget,62.32,3.0
a5d5ec55220c,2024-01-02,2024-01-04,2024-01-28,c37253d3,10053,1,118.18,0,118.18,118.18,Schuhe Model 53,Schuhe,,mid,118.18,7.0
8887dee4ab69,2024-01-02,2024-01-03,,9af8ad7b,10254,1,117.33,0,117.33,117.33,Ausrüstung Model 254,Ausrüstung,,mid,117.33,7.0
19d9d615b5d9,2024-01-02,2024-01-06,,97671f5f,10160,1,115.15,0,115.15,115.15,Bekleidung Model 160,Bekleidung,,mid,115.15,7.0
19d9d615b5d9,2024-01-02,2024-01-06,,97671f5f,10479,1,64.55,0,64.55,64.55,Bekleidung Model 479,Bekleidung,,budget,64.55,3.0
feab64ef6247,2024-01-02,2024-01-06,2024-01-29,9f3e132f,10073,1,66.76,0,66.76,66.76,Schuhe Model 73,Schuhe,,budget,66.76,3.0
feab64ef6247,2024-01-02,2024-01-06,,9f3e132f,10136,1,54.73,0,54.73,54.73,Bekleidung Model 136,Bekleidung,,budget,54.73,3.0
9bdc5621a84f,2024-01-02,2024-01-03,2024-01-31,60aaf8c7,10408,1,70.77,0,70.77,70.77,Schuhe Model 408,Schuhe,,budget,70.77,3.0
c251182e9489,2024-01-02,2024-01-07,,206bff68,10202,1,265.4,0,265.4,265.4,Ausrüstung Model 202,Ausrüstung,,premium,265.4,12.0
2399e9cfe210,2024-01-03,2024-01-06,,9f3e132f,10250,1,264.07,0,264.07,264.07,Ausrüstung Model 250,Ausrüstung,,premium,264.07,12.0
1587437a5166,2024-01-03,2024-01-06,,1b5d46e9,10198,1,133.08,0,133.08,133.08,Schuhe Model 198,Schuhe,,mid,133.08,7.0
724113b3d2a2,2024-01-03,2024-01-05,,2c3a998e,10242,1,124.94,0,124.94,124.94,Schuhe Model 242,Schuhe,,mid,124.94,7.0
bf09f74346f3,2024-01-03,2024-01-04,,e8086f7e,10429,1,52.46,0,52.46,52.46,Ausrüstung Model 429,Ausrüstung,,budget,52.46,3.0
bf09f74346f3,2024-01-03,2024-01-04,,e8086f7e,10223,1,199.86,0,199.86,199.86,Bekleidung Model 223,Bekleidung,,premium,199.86,12.0
bf09f74346f3,2024-01-03,2024-01-04,,e8086f7e,10271,1,120.05,0,120.05,120.05,Schuhe Model 271,Schuhe,,mid,120.05,7.0
c069eb428185,2024-01-03,2024-01-06,,23b5e220,10106,1,85.32,0,85.32,85.32,Bekleidung Model 106,Bekleidung,,mid,85.32,7.0
c069eb428185,2024-01-03,2024-01-06,,23b5e220,10322,1,23.36,0,23.36,23.36,Bekleidung Model 322,Bekleidung,,budget,23.36,3.0
5432684cfaa0,2024-01-03,2024-01-08,,206bff68,10036,1,70.15,0,70.15,70.15,Bekleidung Model 36,Bekleidung,,budget,70.15,3.0
5432684cfaa0,2024-01-03,2024-01-08,,206bff68,10304,1,101.45,0,101.45,101.45,Schuhe Model 304,Schuhe,,mid,101.45,7.0
b127d9569cde,2024-01-03,2024-01-06,,22a72400,10190,1,175.03,0,175.03,175.03,Ausrüstung Model 190,Ausrüstung,,mid,175.03,7.0
93ca66db90d6,2024-01-03,2024-01-04,,44292c9e,10027,1,175.32,0,175.32,175.32,Bekleidung Model 27,Bekleidung,,mid,175.32,7.0
2a9f13461336,2024-01-03,2024-01-05,,d11c0e33,10027,1,175.32,0,175.32,175.32,Bekleidung Model 27,Bekleidung,,mid,175.32,7.0
50a5567037d2,2024-01-03,2024-01-04,2024-02-03,27e21d67,10170,1,60.79,0,60.79,60.79,Bekleidung Model 170,Bekleidung,,budget,60.79,3.0
5fc56b5c0331,2024-01-03,2024-01-08,,3470415d,10328,1,79.63,0,79.63,79.63,Bekleidung Model 328,Bekleidung,,budget,79.63,3.0
b50401d43773,2024-01-03,2024-01-08,,0d3fe837,10320,1,37.78,0,37.78,37.78,Bekleidung Model 320,Bekleidung,,budget,37.78,3.0
77e256bed588,2024-01-03,2024-01-07,2024-01-15,61ff77c2,10167,1,177.34,0,177.34,177.34,Ausrüstung Model 167,Ausrüstung,,mid,177.34,7.0
0f566560e37d,2024-01-03,2024-01-04,,fdf070ae,10237,1,380.62,0,380.62,380.62,Ausrüstung Model 237,Ausrüstung,,premium,380.62,12.0
94a7d8a119cd,2024-01-03,2024-01-08,,272d6104,10320,1,37.78,0,37.78,37.78,Bekleidung Model 320,Bekleidung,,budget,37.78,3.0
3545a5a3ac93,2024-01-03,2024-01-06,,e1200af4,10323,1,486.64,0,486.64,486.64,Ausrüstung Model 323,Ausrüstung,,premium,486.64,12.0
5e9290a5393d,2024-01-03,2024-01-04,,bb23c6f3,10320,1,37.78,0,37.78,37.78,Bekleidung Model 320,Bekleidung,,budget,37.78,3.0
5e9290a5393d,2024-01-03,2024-01-04,,bb23c6f3,10100,1,94.39,0,94.39,94.39,Ausrüstung Model 100,Ausrüstung,,mid,94.39,7.0
5e9290a5393d,2024-01-03,2024-01-04,,bb23c6f3,10117,1,220.1,0,220.1,220.1,Ausrüstung Model 117,Ausrüstung,,premium,220.1,12.0
66a1b6a40dda,2024-01-03,2024-01-07,,f0befae3,10189,1,31.57,0,31.57,31.57,Ausrüstung Model 189,Ausrüstung,,budget,31.57,3.0
486e50d796a4,2024-01-03,2024-01-06,,86359f62,10065,1,144.47,0,144.47,144.47,Bekleidung Model 65,Bekleidung,,mid,144.47,7.0
bf9d50e5dc26,2024-01-03,2024-01-05,2024-01-21,7c8b6297,10275,1,58.67,0,58.67,58.67,Bekleidung Model 275,Bekleidung,,budget,58.67,3.0
9fc5bacd2aa2,2024-01-03,2024-01-08,2024-01-20,d16fc07b,10008,1,165.28,0,165.28,165.28,Bekleidung Model 8,Bekleidung,,mid,165.28,7.0
4e29c13e35a0,2024-01-03,2024-01-07,,8e2c5bef,10141,1,153.49,0,153.49,153.49,Ausrüstung Model 141,Ausrüstung,,mid,153.49,7.0
7289eb1698d2,2024-01-03,2024-01-08,,388b21d6,10180,1,23.98,0,23.98,23.98,Bekleidung Model 180,Bekleidung,,budget,23.98,3.0
8ef2c87af735,2024-01-03,2024-01-05,,0027cf7a,10086,1,56.96,0,56.96,56.96,Schuhe Model 86,Schuhe,,budget,56.96,3.0
d314d5e17507,2024-01-03,2024-01-05,2024-01-21,2adb5f48,10084,1,69.06,0,69.06,69.06,Bekleidung Model 84,Bekleidung,,budget,69.06,3.0
643a8721ed93,2024-01-03,2024-01-05,,fdf070ae,10320,1,37.78,0,37.78,37.78,Bekleidung Model 320,Bekleidung,,budget,37.78,3.0
643a8721ed93,2024-01-03,2024-01-05,2024-02-02,fdf070ae,10361,1,51.77,0,51.77,51.77,Bekleidung Model 361,Bekleidung,,budget,51.77,3.0
643a8721ed93,2024-01-03,2024-01-05,,fdf070ae,10419,1,104.11,0,104.11,104.11,Schuhe Model 419,Schuhe,,mid,104.11,7.0
93386d166353,2024-01-03,2024-01-07,2024-01-31,5b0a421a,10320,1,37.78,0,37.78,37.78,Bekleidung Model 320,Bekleidung,,budget,37.78,3.0
c0bfcfe358e7,2024-01-03,2024-01-04,,c62e0f57,10084,1,62.15,0,62.15,62.15,Bekleidung Model 84,Bekleidung,,budget,69.06,3.0
546136806919,2024-01-03,2024-01-07,,c7408a2b,10180,1,23.98,0,23.98,23.98,Bekleidung Model 180,Bekleidung,,budget,23.98,3.0
eed9242767fd,2024-01-03,2024-01-08,,d3e6b1de,10027,1,175.32,0,175.32,175.32,Bekleidung Model 27,Bekleidung,,mid,175.32,7.0
9bd204602c1c,2024-01-03,2024-01-04,,eff30a81,10298,1,39.12,0,39.12,39.12,Bekleidung Model 298,Bekleidung,,budget,39.12,3.0
b15a2dcb46f5,2024-01-03,2024-01-05,,e7fada77,10281,1,200.82,0,200.82,200.82,Bekleidung Model 281,Bekleidung,,premium,200.82,12.0
c60f932b8a83,2024-01-03,2024-01-04,,fab1fb0a,10320,1,34.0,0,34.0,34.0,Bekleidung Model 320,Bekleidung,,budget,37.78,3.0
40c6a53d293c,2024-01-03,2024-01-07,,c1e0f321,10189,1,31.57,0,31.57,31.57,Ausrüstung Model 189,Ausrüstung,,budget,31.57,3.0
c6bad289a3ba,2024-01-03,2024-01-04,,5c0ce6e2,10028,1,99.42,0,99.42,99.42,Bekleidung Model 28,Bekleidung,,mid,99.42,7.0
c6bad289a3ba,2024-01-03,2024-01-04,,5c0ce6e2,10457,1,102.46,0,102.46,102.46,Bekleidung Model 457,Bekleidung,,mid,102.46,7.0
6a5fa6f3b5f7,2024-01-03,2024-01-07,,4ca125fd,10400,1,266.07,0,266.07,266.07,Ausrüstung Model 400,Ausrüstung,,premium,266.07,12.0
