order_id,line_item_id,date_key,ship_date,return_date,shop_key,customer_key,product_key,quantity,gross_revenue_eur,cogs_eur,cogs_eur_1,logistics_allocated_eur,marketing_cost_allocated_eur,contribution_margin_eur,is_returned
01be3e241d26,33dd619106a9,2024-01-17,2024-01-22,,CH,23b5e220,10238,1,225.84276000000003,119.07220000000002,119.07220000000001,4.75,7.209021754385965,94.81153824561406,false
01be3e241d26,acaf558263b3,2024-01-17,2024-01-22,2024-02-06,CH,23b5e220,10127,1,82.28454,45.83800000000001,45.838,4.75,2.626566549707602,29.069973450292405,true
5c58ca329870,ed9913c4fa23,2024-01-17,2024-01-21,,CH,d0cee48a,10253,1,39.92170000000001,17.471740000000004,17.47174,9.0,1.2743220272904485,12.17563797270956,false
30535ea99778,d8e8e33abe7c,2024-01-17,2024-01-21,,CH,47d8fe47,10472,1,107.48478,52.457860000000004,52.457860000000004,4.75,3.4309716959064325,46.84594830409357,false
30535ea99778,25f7a94d6bec,2024-01-17,2024-01-21,,CH,47d8fe47,10320,1,40.273480000000006,20.71238,20.71238,4.75,1.2855510331384017,13.525548966861605,false
2597c272e4b3,ef873fbd1a7b,2024-01-17,2024-01-21,,CH,56e5d08a,10459,1,223.327,120.41536,120.41536,4.75,7.128717348927874,91.03292265107211,false
2597c272e4b3,b8f06b201a84,2024-01-17,2024-01-21,2024-02-06,CH,56e5d08a,10296,1,99.64968,41.03034,41.03034,4.75,3.1808711111111108,50.68846888888889,true
9975cbbf7101,7316ae2cce3d,2024-01-18,2024-01-21,,CH,225843cf,10252,1,68.02125,35.584450000000004,35.58445,9.0,2.4286066691818786,21.00819333081812,false
f78d12377054,c6e38cfa1d25,2024-01-18,2024-01-19,,CH,8dc093be,10494,1,395.83566,173.1741,173.1741,2.625,14.132776504048524,205.90378349595147,false
f78d12377054,43bbcbe154b8,2024-01-18,2024-01-19,,CH,8dc093be,10320,1,40.31126,20.731809999999996,20.73181,2.625,1.4392589797912372,15.51519102020876,false
f78d12377054,e5edbc12ddda,2024-01-18,2024-01-19,,CH,8dc093be,10189,1,33.68519,18.51245,18.51245,2.625,1.2026841183697554,11.345055881630241,false
f78d12377054,ffbe29ad4e06,2024-01-18,2024-01-19,,CH,8dc093be,10408,1,75.51159,32.70355,32.70355,2.625,2.6960391212235537,37.48700087877644,false
b2516eb24733,d1e97fd5d283,2024-01-18,2024-01-20,,CH,61ff77c2,10320,1,40.31126,20.731809999999996,20.73181,9.0,1.4392589797912372,9.14019102020876,false
0f9eedb5218c,2b28799ba645,2024-01-18,2024-01-23,,CH,225843cf,10280,1,114.13699,63.78526,63.78526,9.0,4.07510675140997,37.27662324859003,false
4cbf1f2a02f2,cda1a25d7964,2024-01-18,2024-01-23,2024-02-11,CH,6e8a9bf2,10027,1,187.06643999999997,107.67097,107.67097,4.75,6.678954058681834,67.96651594131814,true
4cbf1f2a02f2,9d3da8a33db7,2024-01-18,2024-01-23,2024-02-10,CH,6e8a9bf2,10320,1,40.31126,20.731809999999996,20.73181,4.75,1.4392589797912372,13.39019102020876,true
01133aca04b5,a6117f2dbc44,2024-01-18,2024-01-22,2024-02-06,CH,c090ff26,10463,1,63.198409999999996,36.736810000000006,36.73681,3.3333333333333335,2.256413694363022,20.871852972303643,true
01133aca04b5,b7e4ff04b524,2024-01-18,2024-01-22,,CH,c090ff26,10041,1,131.16631,75.08479000000001,75.08479,3.3333333333333335,4.683115574000444,48.06507109266623,false
01133aca04b5,eed7902da226,2024-01-18,2024-01-22,,CH,c090ff26,10160,1,122.86505,57.73536999999999,57.735369999999996,3.3333333333333335,4.386730320883032,57.40961634578364,false
3543431c3cd2,e2cbd662e3ec,2024-01-18,2024-01-20,2024-02-16,CH,c37253d3,10157,1,266.56861,145.94425999999999,145.94425999999999,9.0,9.517471437830725,102.10687856216927,true
25bd4c0d490f,042a7d323b38,2024-01-18,2024-01-22,,CH,79c3bf8d,10351,1,211.91687000000002,112.61118,112.61118,9.0,7.566205028489615,82.7394849715104,false
10126f78111e,a80f0c700e7b,2024-01-18,2024-01-22,,CH,59a85301,10084,1,73.68702,41.47429,41.474289999999996,9.0,2.630895318803146,20.581834681196863,false
1c51f88abe1e,f2ebeb5b524d,2024-01-18,2024-01-19,,CH,e68e2959,10328,1,84.96520999999998,38.6254,38.6254,4.75,3.033567828501223,38.556242171498766,false
1c51f88abe1e,4e97f764414b,2024-01-18,2024-01-19,,CH,e68e2959,10084,1,73.68702,41.47429,41.474289999999996,4.75,2.630895318803146,24.831834681196863,false
1b5813497061,4192ea84bb06,2024-01-18,2024-01-22,,CH,e8086f7e,10161,1,76.94136999999999,42.701339999999995,42.70134,9.0,2.7470874810149843,22.492942518985007,false
b2d991fbe143,27171fc00be9,2024-01-18,2024-01-23,,CH,c37253d3,10128,1,105.75036999999999,61.17110999999999,61.17111,9.0,3.775673835021427,31.803586164978565,false
ee8dd806b77e,cd48a7c613f7,2024-01-19,2024-01-20,,CH,5c0ce6e2,10053,1,126.21624000000001,53.901959999999995,53.90196,9.0,6.6770663073452,56.63721369265481,false
29930680c3a7,cf7f50c7def2,2024-01-19,2024-01-23,,CH,f61ddc29,10027,1,187.24176,107.77188000000001,107.77188,4.75,9.905426171972925,64.81445382802708,false
29930680c3a7,faebc405f0ff,2024-01-19,2024-01-23,,CH,f61ddc29,10212,1,66.63252,36.71784,36.71784,4.75,3.5249802582100775,21.63969974178992,false
aaf6fb4793eb,2afcb154cc03,2024-01-19,2024-01-24,,CH,5c0ce6e2,10133,1,136.5438,66.56844000000001,66.56844,9.0,7.223412822762597,53.75194717723741,false
0ef15375ed69,cd44f106175a,2024-01-19,2024-01-20,,CH,0171250b,10076,1,91.46352,39.18492,39.18492,9.0,4.838584858360491,38.44001514163951,false
edf27b46e81d,8126b8aa4b58,2024-01-19,2024-01-23,2024-02-02,CH,6e34e3ce,10447,1,88.39836,52.40676,52.406760000000006,9.0,4.676432376535472,22.315167623464518,true
cb906bdb7cc3,57339719f9c3,2024-01-19,2024-01-22,,CH,de6b80cd,10204,1,90.80136,52.42812000000001,52.42812000000001,9.0,4.80355540235648,24.569684597643516,false
36a09dc2acc5,03645026a691,2024-01-19,2024-01-21,,CH,180dc54d,10467,1,235.16292,103.56396000000001,103.56396000000001,9.0,12.440541802456757,110.15841819754326,false
5b3f30af4173,517579763eb6,2024-01-20,2024-01-24,,CH,225843cf,10384,1,185.04389999999998,83.51028,83.51028,4.75,4.838049383425795,91.94557061657419,false
5b3f30af4173,4095527c859c,2024-01-20,2024-01-24,,CH,225843cf,10197,1,404.26373,196.64254999999997,196.64254999999997,4.75,10.569642607337569,192.30153739266248,false
52998ce67238,dbc7a1867d8b,2024-01-20,2024-01-23,,CH,89f6a841,10355,1,36.367380000000004,18.440250000000002,18.44025,9.0,0.9508402081117595,7.976289791888246,false
cd326c9a0dd5,86feb74da49f,2024-01-20,2024-01-24,,CH,4de0fc71,10036,1,74.99035,35.19148,35.19148,9.0,1.960653750706641,28.838216249293367,false
11f3065ea445,e879230eaaed,2024-01-20,2024-01-22,,CH,61ff77c2,10093,1,170.45204999999999,74.81931,74.81930999999999,4.75,4.456539423380953,86.42620057661904,false
11f3065ea445,55568b26d27e,2024-01-20,2024-01-22,,CH,61ff77c2,10189,1,33.748329999999996,18.54715,18.547150000000002,4.75,0.8823640614370442,9.568815938562949,false
6399959aec89,4f9bda7e0496,2024-01-20,2024-01-23,2024-02-03,CH,75d3e52a,10280,1,114.35092999999999,63.90482,63.90482,4.75,2.989752412160932,42.70635758783906,true
6399959aec89,9d9626f3396e,2024-01-20,2024-01-23,2024-02-16,CH,75d3e52a,10338,1,96.46655999999999,47.431529999999995,47.431529999999995,4.75,2.522158153439305,41.762871846560685,true
e35d7f6fc4f5,aae8bff2ace0,2024-01-21,2024-01-24,,CH,6602f25e,10355,1,40.446,18.4575,18.4575,9.0,1.392554010417187,11.59594598958281,false
db18dbb78be8,ff701b1d921c,2024-01-21,2024-01-22,,CH,79c3bf8d,10281,1,214.8774,89.94420000000001,89.94420000000001,4.75,7.398219480740199,112.78498051925979,false
db18dbb78be8,19cf3fa6bd0b,2024-01-21,2024-01-22,2024-02-08,CH,79c3bf8d,10041,1,131.53510000000003,75.29590000000002,75.2959,4.75,4.52874773811071,46.960452261889316,true
fa2a40dd0234,2b57538e5d90,2024-01-21,2024-01-24,,CH,00bc274b,10065,1,154.5829,81.9299,81.9299,4.75,5.322282483729392,62.580717516270596,false
fa2a40dd0234,dbfeac9bb113,2024-01-21,2024-01-24,,CH,00bc274b,10320,1,40.424600000000005,20.7901,20.790100000000002,4.75,1.3918172093534744,13.492682790646528,false
bbd09c82aec9,2104059a404d,2024-01-21,2024-01-23,,CH,cc425c89,10498,1,182.8416,99.1141,99.11410000000001,9.0,6.295228288362141,68.43227171163785,false
273dcc80d8c9,5bd9225ff4f8,2024-01-21,2024-01-22,2024-02-18,CH,e3144b03,10073,1,71.43320000000001,38.498599999999996,38.498599999999996,9.0,2.4594419506733183,21.475158049326698,true
83ccedc16bd1,79a53a7b0506,2024-01-21,2024-01-22,,CH,c37253d3,10472,1,107.88810000000001,52.654700000000005,52.654700000000005,2.625,3.7145825627080686,48.893817437291936,false
83ccedc16bd1,e4bc436d9025,2024-01-21,2024-01-22,,CH,c37253d3,10478,1,95.7008,56.7956,56.7956,2.625,3.29497435692363,32.98522564307637,false
83ccedc16bd1,ce26e8a62809,2024-01-21,2024-01-22,,CH,c37253d3,10311,1,66.1474,38.80890000000001,38.80890000000001,2.625,2.277452087936257,22.43604791206374,false
83ccedc16bd1,192d65bcb2bc,2024-01-21,2024-01-22,,CH,c37253d3,10322,1,24.9952,10.924700000000001,10.924700000000001,2.625,0.8605836424165474,10.584916357583452,false
a71a85b38be5,6c044813eb91,2024-01-21,2024-01-25,,CH,e5f84d2c,10334,1,196.987,113.17389999999999,113.1739,9.0,6.7822537914763,68.03084620852368,false
8a4407969e8c,204ceb96f88f,2024-01-21,2024-01-26,,CH,f3127412,10304,1,108.5515,50.546800000000005,50.546800000000005,4.75,3.737423395683165,49.517276604316834,false
8a4407969e8c,fbca363ecdf4,2024-01-21,2024-01-26,,CH,f3127412,10065,1,154.5829,81.9299,81.9299,4.75,5.322282483729392,62.580717516270596,false
a6c682be308c,096279717071,2024-01-21,2024-01-23,,CH,47dd95a7,10204,1,90.9714,52.52630000000001,52.526300000000006,4.75,3.132141321843102,30.562958678156896,false
a6c682be308c,20baa7c2e5ee,2024-01-21,2024-01-23,2024-02-12,CH,47dd95a7,10084,1,73.89420000000001,41.590900000000005,41.5909,4.75,2.5441740730002897,25.009125926999726,true
f68060738407,f8b8f25ba4dd,2024-01-21,2024-01-25,,CH,cf87683d,10296,1,100.02360000000002,41.18430000000001,41.18430000000001,4.75,3.4438081717936155,50.645491828206396,false
f68060738407,b320c2b88e96,2024-01-21,2024-01-25,,CH,cf87683d,10400,1,284.6949,162.85399999999998,162.85399999999998,4.75,9.8020329511032,107.28886704889683,false
e01c9a327b50,6be91e206f6a,2024-01-22,2024-01-26,,CH,fdf070ae,10220,1,54.8352,32.72976,32.72976,9.0,1.756998531506365,11.348441468493636,false
a0da05df7333,14a08d1f3a08,2024-01-22,2024-01-23,,CH,c090ff26,10400,1,256.46166,163.00619999999998,163.00619999999998,9.0,8.217399772549104,76.23806022745092,false
643342cc2157,819763c30df4,2024-01-22,2024-01-26,,CH,488f3441,10466,1,101.74499999999999,43.55757,43.55757,9.0,3.2600558690059507,45.92737413099404,false
0a1ea6c6ac76,dd0912e2ae00,2024-01-22,2024-01-23,,CH,725bf536,10128,1,106.14680999999999,61.400429999999986,61.40042999999999,4.75,3.4010961808124183,36.59528381918758,false
0a1ea6c6ac76,ef656f33c2ab,2024-01-22,2024-01-23,,CH,725bf536,10440,1,480.24711,243.84528,243.84528,4.75,15.387806865483773,216.26402313451624,false
85d9bd2f99ff,fb6fe8d7b3b9,2024-01-22,2024-01-24,2024-02-02,CH,55cffa6f,10333,1,152.73531,74.2203,74.2203,9.0,4.893858605041459,64.62115139495855,true
8580a978b92b,14cf4e6470a2,2024-01-22,2024-01-27,,CH,f1e0e603,10350,1,101.72358,55.98117,55.98117,9.0,3.259369541454581,33.48304045854542,false
82df86ee0c2f,9b3b90115eb1,2024-01-22,2024-01-24,,CH,79c3bf8d,10336,1,66.31632,28.991970000000002,28.99197,4.75,2.1248700990405105,30.4494799009595,false
82df86ee0c2f,95748891c5a3,2024-01-22,2024-01-24,,CH,79c3bf8d,10177,1,71.73558,30.43782,30.437820000000002,4.75,2.2985109695370376,34.24924903046296,false
d7f29b0bc7de,e151683bdac3,2024-01-22,2024-01-26,,CH,9343edab,10254,1,113.09759999999999,59.19417,59.19417,9.0,3.6238094712318776,41.279620528768106,false
9972825c87ec,b0f152ec2380,2024-01-22,2024-01-24,,CH,61ff77c2,10049,1,167.40801,71.8641,71.8641,9.0,5.363992977729685,81.17991702227032,false
94d46a9d54ee,6165ddbcd822,2024-01-22,2024-01-25,,CH,206bff68,10261,1,126.65646,55.78839,55.78839,3.3333333333333335,4.058254811248881,63.47648185541778,false
94d46a9d54ee,1ae319c64268,2024-01-22,2024-01-25,,CH,206bff68,10160,1,123.32565,57.951809999999995,57.951809999999995,3.3333333333333335,3.9515308770108972,58.08897578965577,false
94d46a9d54ee,bbdbcb174690,2024-01-22,2024-01-25,,CH,206bff68,10447,1,88.64666999999999,52.55396999999999,52.55397,3.3333333333333335,2.8403665713433948,29.919000095323256,false
b65beb890c48,33893debd4b0,2024-01-22,2024-01-23,,CH,9866b661,10320,1,40.462379999999996,20.809529999999995,20.80953,9.0,1.2964727445373139,9.356377255462684,false
b8852b2b8699,03c08a0107a7,2024-01-22,2024-01-23,2024-02-07,CH,fdf070ae,10471,1,164.73050999999998,70.9002,70.9002,4.75,5.278202033808476,83.8021079661915,true
b8852b2b8699,15186c62387e,2024-01-22,2024-01-23,2024-02-14,CH,fdf070ae,10065,1,154.72736999999998,82.00647,82.00647,4.75,4.9576870673188385,63.01321293268115,true
03f8436fa13a,5196d8906feb,2024-01-22,2024-01-24,,CH,fc348943,10133,1,136.92735,66.75543,66.75542999999999,4.75,4.38734887213064,61.03457112786936,false
03f8436fa13a,fd05b68cc606,2024-01-22,2024-01-24,,CH,fc348943,10096,1,33.27597,18.817470000000004,18.81747,4.75,1.0662098510527884,8.642290148947213,false
e857685cda41,53bb2ba99884,2024-01-22,2024-01-25,,CH,c7408a2b,10051,1,65.26674,26.99991,26.99991,4.75,2.091240049023396,31.4255899509766,false
e857685cda41,5c94328e6fb0,2024-01-22,2024-01-25,2024-02-02,CH,c7408a2b,10312,1,303.51068999999995,160.41437999999997,160.41438,4.75,9.724918239132592,128.62139176086737,true
366ee2b84bd7,29fbc5ba9c40,2024-01-23,2024-01-25,,CH,54c3432b,10281,1,215.27904,90.11232000000001,90.11232000000001,9.0,9.411470783116348,106.75524921688366,false
edc5f42fd1e9,a3ef50f43c00,2024-01-23,2024-01-28,,CH,e3cb5179,10338,1,96.73728,47.56464,47.56464,9.0,4.229116240755001,35.943523759245,false
d5587ffc5754,45848b97b468,2024-01-23,2024-01-28,,CH,c0a05895,10165,1,120.50352000000001,50.57696000000001,50.57696,3.3333333333333335,5.268117870381978,61.3251087962847,false
d5587ffc5754,55301d8aebb4,2024-01-23,2024-01-28,,CH,c0a05895,10008,1,177.18016,80.19632,80.19632000000001,3.3333333333333335,7.745881341666518,85.90462532500014,false
d5587ffc5754,544800597d1f,2024-01-23,2024-01-28,,CH,c0a05895,10406,1,102.77264000000001,50.53408,50.53408,3.3333333333333335,4.4929673537365025,44.41225931293017,false
600efdc863f7,d745c853404c,2024-01-23,2024-01-26,,CH,d0f00ae9,10004,1,84.82736,47.200160000000004,47.200160000000004,9.0,3.7084437957772964,24.9187562042227,false
48c5ef797bcb,343b931009b8,2024-01-23,2024-01-26,,CH,0119fa24,10100,1,101.18608,48.89392,48.89392,9.0,4.4236068480149,38.868553151985104,false
b998646bb8ff,c679bf2bf2c3,2024-01-23,2024-01-25,,CH,d07afd23,10319,1,243.16176000000002,115.92608,115.92608000000001,4.75,10.630434805966942,111.85524519403306,false
b998646bb8ff,41b9be050bf0,2024-01-23,2024-01-25,,CH,d07afd23,10052,1,55.583200000000005,22.522720000000003,22.522720000000003,4.75,2.429960960584517,25.880519039415482,false
72151e6358ed,cd8117926aac,2024-01-24,2024-01-25,2024-02-11,CH,26fafccd,10477,1,256.71524999999997,128.62051,128.62051,9.0,13.04093947894445,106.05380052105552,true
3f00e54d7237,a2be9a2e1c54,2024-01-24,2024-01-27,2024-02-19,CH,aba66449,10244,1,48.703469999999996,26.55675,26.556749999999997,4.75,2.4740992390774865,14.922620760922513,true
3f00e54d7237,37657e88d5a0,2024-01-24,2024-01-27,,CH,aba66449,10320,1,40.53794,20.848389999999995,20.84839,4.75,2.0592965246165993,12.880253475383402,false
a9b6901afb80,b84ef6a2c698,2024-01-24,2024-01-27,,CH,0768adc0,10320,1,40.53794,20.848389999999995,20.84839,9.0,2.0592965246165993,8.630253475383402,false
639957752ab0,2ace40a6513a,2024-01-24,2024-01-26,,CH,f95d45d3,10065,1,155.01631,82.15961,82.15960999999999,9.0,7.874710664673375,55.981989335326645,false
334af4863340,6f33a84fc482,2024-01-24,2024-01-27,,CH,13e89be4,10244,1,48.703469999999996,26.55675,26.556749999999997,9.0,2.4740992390774865,10.672620760922513,false
f0a5600f5f98,b0626b82fe8f,2024-01-24,2024-01-26,,CH,7f28ad81,10211,1,48.57471,21.87847,21.87847,9.0,2.4675583289940035,15.228681671006,false
60340d754dc7,f7b6f5ed5a93,2024-01-25,2024-01-27,,CH,53c23d4e,10280,1,114.88578000000001,64.20372,64.20372,3.3333333333333335,3.743527463236823,43.60519920342985,false
60340d754dc7,ebccfab80577,2024-01-25,2024-01-27,,CH,53c23d4e,10275,1,63.01158,30.404939999999996,30.40494,3.3333333333333335,2.053218250613297,27.22008841605337,false
60340d754dc7,f228220b3991,2024-01-25,2024-01-27,,CH,53c23d4e,10320,1,40.575720000000004,20.86782,20.867820000000002,3.3333333333333335,1.3221507671411346,15.052415899525535,false
0fb11f0b2f7a,a1cddc827c8a,2024-01-25,2024-01-30,,CH,c6c17fde,10472,1,108.29142,52.85154,52.85154000000001,3.3333333333333335,3.528651716538925,48.577894950127735,false
0fb11f0b2f7a,6c307987e286,2024-01-25,2024-01-30,,CH,c6c17fde,10317,1,59.46738,28.665060000000004,28.665060000000004,3.3333333333333335,1.9377312857756648,25.531255380890997,false
0fb11f0b2f7a,30e6a5c7419e,2024-01-25,2024-01-30,2024-02-18,CH,c6c17fde,10406,1,102.96438,50.62836,50.62836,3.3333333333333335,3.355071308782969,45.6476153578837,true
053b4b83bec2,54fd1b8fefdb,2024-01-25,2024-01-26,2024-02-16,CH,e8086f7e,10308,1,175.55604000000002,91.22556,91.22556,4.75,5.720454324957381,73.86002567504264,true
053b4b83bec2,39b47327baeb,2024-01-25,2024-01-26,2024-02-24,CH,e8086f7e,10271,1,128.93370000000002,70.19664000000002,70.19664,4.75,4.201275796593256,49.785784203406756,true
43d4fe3369fd,62743587eef1,2024-01-25,2024-01-27,,CH,6edeb1a4,10027,1,188.29368,108.37734,108.37734,9.0,6.1355074773738405,64.78083252262616,false
1dda3fe671e9,6599b67f97cc,2024-01-25,2024-01-30,,CH,d0f00ae9,10027,1,188.29368,108.37734,108.37734,9.0,6.1355074773738405,64.78083252262616,false
0321a3d41ec7,ee8aed3fe96e,2024-01-25,2024-01-27,,CH,206bff68,10285,1,33.60546,15.42264,15.42264,9.0,1.095026402960458,8.087793597039541,false
9dc0d1add063,c85104bae3fc,2024-01-25,2024-01-29,,CH,64b68206,10458,1,179.08950000000002,77.29578000000001,77.29578000000001,9.0,5.8355913292955055,86.9581286707045,false
5355f0e445d7,906e77f11166,2024-01-25,2024-01-29,,CH,448893b8,10052,1,55.6869,22.56474,22.564740000000004,4.75,1.8145451899488572,26.557614810051138,false
5355f0e445d7,3bb548d49153,2024-01-25,2024-01-29,,CH,448893b8,10327,1,111.14826000000001,62.94714000000001,62.947140000000005,4.75,3.621741209408047,39.82937879059195,false
392647c91ac3,e42a1122dba1,2024-01-26,2024-01-30,2024-02-22,CH,a348292e,10173,1,118.81975,65.8115,65.8115,9.0,3.2654175217361137,40.74283247826389,true
3fa33d33e68b,425761c38465,2024-01-26,2024-01-27,,CH,61ff77c2,10283,1,342.53799999999995,169.96825,169.96825,9.0,9.41366723175604,154.1560827682439,false
9f4f9bedc3c9,f582e86c4862,2024-01-26,2024-01-30,,CH,43d4ae3c,10189,1,33.93775,18.65125,18.65125,9.0,0.9326810020918223,5.353818997908178,false
ef201508419d,b5988bbc2aa1,2024-01-26,2024-01-30,,CH,23b5e220,10494,1,398.8035,174.4725,174.4725,3.3333333333333335,10.959961930821166,210.03770473584547,false
ef201508419d,da0658091a65,2024-01-26,2024-01-30,,CH,23b5e220,10204,1,91.39649999999999,52.771750000000004,52.771750000000004,3.3333333333333335,2.5117687297385722,32.77964793692808,false
ef201508419d,595639e8dde5,2024-01-26,2024-01-30,,CH,23b5e220,10408,1,76.07775,32.94875,32.94875,3.3333333333333335,2.0907771465960803,37.70488952007058,false
5851edd7cc37,bde3a21f306d,2024-01-26,2024-01-31,,CH,07f430a7,10150,1,84.95725,34.69025,34.69025,2.625,2.3348045484737634,45.30719545152624,false
5851edd7cc37,d68b8d1fb94c,2024-01-26,2024-01-31,,CH,07f430a7,10065,1,155.30525,82.31275,82.31275,2.625,4.268116071340056,66.09938392865995,false
5851edd7cc37,2587c2f31b4c,2024-01-26,2024-01-31,,CH,07f430a7,10280,1,114.99275,64.26350000000001,64.2635,2.625,3.160243484122972,44.944006515877035,false
5851edd7cc37,c859231a1969,2024-01-26,2024-01-31,,CH,07f430a7,10265,1,229.42649999999998,98.599,98.59899999999999,2.625,6.305124468369867,121.89737553163012,false
97486c4c6f79,7fd067b06701,2024-01-26,2024-01-27,,CH,6a490851,10495,1,63.67224999999999,36.399499999999996,36.399499999999996,9.0,1.749847822423143,16.522902177576853,false
5149d37fed8c,55501a1422f1,2024-01-26,2024-01-28,,CH,cd1f25cc,10132,1,171.0325,91.95550000000001,91.9555,9.0,4.700334096699681,65.37666590330032,false
