line_id,order_id,sku_id,qty,unit_price_paid,unit_cost,is_returned
a82cfebf80f1,38e27fb34876,10216,1,137.24,76.21,True
5cfb6091120f,38e27fb34876,10377,1,124.88,71.05,False
12e5fa97fb29,4e8e92026e45,10065,1,130.02,76.57,False
5c19afd32d90,d66d65c39587,10494,1,370.98,162.3,False
5fc278a7428d,d66d65c39587,10447,1,82.77,49.07,True
d7d493b55f79,c86f33521a19,10065,1,144.47,76.57,False
42f9e544b50f,5067b320cd4b,10489,1,298.06,150.66,False
291fc9a29122,9c7b475b4ea0,10226,1,139.77,78.77,True
a68e5677a29c,58c942bccb1e,10478,1,89.44,53.08,True
5df47d8cd71d,a7b636c51164,10209,1,103.85,59.12,False
d42679c758f9,06f05c350eb0,10226,1,139.77,78.77,False
f874198e8f8f,1d41c40f98a1,10211,1,45.27,20.39,False
4cbfe6395d8a,822dea3ec01a,10424,1,130.22,56.38,False
d491a3b29cc1,822dea3ec01a,10479,1,64.55,31.21,False
6aa631475b68,822dea3ec01a,10395,1,62.32,28.06,False
2c6d622d55a4,56319b0e2b0e,10384,1,173.1,78.12,False
809a7c159e1d,56319b0e2b0e,10443,1,68.78,36.55,False
88cde4338452,56319b0e2b0e,10328,1,79.63,36.2,False
966c3a0c38ff,56319b0e2b0e,10373,1,111.59,71.91,False
87d0b8a0def7,e6d7b9ab6a07,10157,1,249.83,136.78,False
81f72c79c3f7,e6d7b9ab6a07,10065,1,144.47,76.57,False
5d77d9c288b1,e88912ae9d6a,10160,1,103.64,54.11,False
204a62352c3f,cee72f510395,10320,1,37.78,19.43,False
aea69211c5ff,b5eeb275bacd,10014,1,43.75,23.3,False
f591d0243f08,b5eeb275bacd,10377,1,138.76,71.05,False
59020506ca57,b5eeb275bacd,10027,1,175.32,100.91,True
24034a961340,2989002de2b2,10308,1,163.46,84.94,False
165515d4c104,2e3902f75ab6,10400,1,266.07,152.2,False
833e61634a8c,2e3902f75ab6,10308,1,163.46,84.94,False
ade75b38df56,bad21564466f,10490,1,59.71,32.47,False
8f2e72bdfe1a,bad21564466f,10084,1,69.06,38.87,True
3197dcaadd8a,cd46f50b7db4,10375,1,87.64,46.69,True
01acf47a7b88,a2f4c687ffe3,10041,1,122.93,70.37,True
b0264ebfef8c,a2f4c687ffe3,10497,1,308.25,156.64,False
ace4e755157e,d7b2fe4d2a91,10336,1,61.92,27.07,False
ea9351c341e1,1926edf31172,10189,1,31.57,17.35,False
5671a785b405,1926edf31172,10084,1,69.06,38.87,False
797195002f73,1926edf31172,10053,1,106.36,50.47,False
6912d0e0d598,1926edf31172,10368,1,76.36,44.39,False
44d0d456fafe,873a3288e7e4,10296,1,93.48,38.49,True
3472f35e89f1,873a3288e7e4,10094,1,113.98,53.98,False
66d79ddaf9cc,873a3288e7e4,10447,1,82.77,49.07,False
873a6ab549f6,2dd2eb2e0f70,10128,1,89.2,57.33,False
fe0dd5575803,2dd2eb2e0f70,10094,1,113.98,53.98,False
f044bd406d84,2dd2eb2e0f70,10039,1,166.64,104.52,False
a3c2820a9733,2dd2eb2e0f70,10283,1,318.64,158.11,False
b4159d822faf,0bab83e27273,10365,1,36.2,18.01,False
53c40371e8d0,0bab83e27273,10096,1,31.07,17.57,False
01c9890d59d7,0bab83e27273,10036,1,70.15,32.92,False
91c9b9131b15,37257874045f,10455,1,122.11,58.51,True
d7510aa4ff1b,37257874045f,10027,1,175.32,100.91,False
69c69ac44f41,9fb3a95b7735,10472,1,100.83,49.21,False
aa1b573de40c,dd6f22c64384,10052,1,51.85,21.01,True
b8c0ef75ae90,dd6f22c64384,10100,1,94.39,45.61,False
8cd16e602a0a,7fecffb3e78c,10215,1,77.83,42.47,False
b904fdc5f76d,7fecffb3e78c,10388,1,165.82,81.71,False
3be33589f967,7fecffb3e78c,10475,1,56.95,32.83,False
c6c4c70f6381,7fecffb3e78c,10445,1,76.76,36.54,False
8dc165732ce4,86c28988aab9,10027,1,175.32,100.91,False
a83c334f5f42,86c28988aab9,10244,1,45.39,24.75,False
01f59e52c6ce,86c28988aab9,10377,1,138.76,71.05,False
e6458027b53f,86c28988aab9,10065,1,144.47,76.57,False
05695c9d9fe2,645723428596,10187,1,71.42,37.17,False
67c5bce254ba,259757f0e4cf,10320,1,37.78,19.43,False
c45af9e5b3d9,259757f0e4cf,10161,1,72.11,40.02,False
89c4c33b602a,14dc07583361,10180,1,23.98,12.68,False
5b031eb599b4,14dc07583361,10494,1,370.98,162.3,True
f13292702bfc,14dc07583361,10264,1,306.27,142.53,False
77efa267d56f,64657604bb68,10189,1,31.57,17.35,False
4fa99b2a81a0,64657604bb68,10494,1,370.98,162.3,False
82fb47895c44,6fb93b27d676,10409,1,310.2,182.75,False
f8676c6f06d9,6fb93b27d676,10281,1,200.82,84.06,False
f28b2875e12f,6fb93b27d676,10241,1,114.1,56.17,True
2febb756be73,6fb93b27d676,10418,1,62.76,35.23,False
63e3656b0c76,1c3b7f038f5b,10433,1,312.89,153.39,False
fc3a930b6c4a,1c3b7f038f5b,10383,1,300.73,179.31,False
3e9c358b8e59,d816da665b2d,10320,1,37.78,19.43,False
b6e3a78c1d14,d816da665b2d,10325,1,115.77,46.91,False
84ed282671e1,d816da665b2d,10275,1,58.67,28.31,False
e87e98932ca2,26c4ecdb6f9f,10189,1,31.57,17.35,False
c3195267c06b,58f888c7b315,10178,1,221.54,115.87,True
8167ae79679b,58f888c7b315,10133,1,127.85,62.33,False
062a1562bce6,5e0ea45e936a,10324,1,135.03,63.05,True
7d9f52aba425,72386a739b95,10009,1,96.1,45.36,False
740e0166eca9,72386a739b95,10334,1,184.1,105.77,False
0402e71a0294,101d059c8e33,10481,1,99.55,53.12,False
9462211f6f0e,101d059c8e33,10189,1,31.57,17.35,False
75d280486323,f5836f160bc0,10157,1,249.83,136.78,False
a6885d602869,6942730a445e,10320,1,37.78,19.43,True
4872d3b8651f,2ae85cc8338b,10288,1,55.41,28.38,False
1c05843119ef,2ae85cc8338b,10466,1,95.0,40.67,False
4dff058f8f52,31066639c331,10204,1,85.02,49.09,False
548d46259d42,8e7d01afa296,10275,1,58.67,28.31,False
1f3820f42734,5a4e7f1a1e22,10084,1,69.06,38.87,False
69661fa12262,5a4e7f1a1e22,10180,1,23.98,12.68,False
45844b0d4d09,5a4e7f1a1e22,10308,1,163.46,84.94,False
b4032a2e9ff4,c0bdd9a77884,10472,1,100.83,49.21,False
912da7c68a5d,c0bdd9a77884,10492,1,146.72,61.02,False
99d2022b3f2d,3ae4bbda59bc,10029,1,87.89,49.32,False
da5f3ef1f286,121b039f66c8,10447,1,82.77,49.07,False
5fed7af29aa9,73557a62571b,10053,1,118.18,50.47,False
e291a8498c0a,88c6c838a7b6,10052,1,51.85,21.01,True
2a7fd60698a8,88c6c838a7b6,10495,1,59.23,33.86,False
f108d11ea6ce,3e2fc287abf6,10377,1,138.76,71.05,False
d0130df97486,96734f91975b,10011,1,239.11,140.45,True
56de74fa6f1f,96734f91975b,10285,1,34.77,14.36,False
a22e63edd2df,5839e26cfae3,10226,1,139.77,78.77,True
43777f4202ec,059c74623f80,10440,1,448.41,227.68,False
fd97e5aab41a,007b7189795b,10418,1,62.76,35.23,True
c5b114b08106,007b7189795b,10357,1,82.74,37.18,False
9e77042be226,6b0c1b62887c,10483,1,272.09,117.87,False
475bbffb4347,6b0c1b62887c,10447,1,82.77,49.07,False
f35402449e4d,6b0c1b62887c,10296,1,93.48,38.49,False
404344aed015,04436c924916,10189,1,31.57,17.35,False
93b9c230d9c4,10c9d31dca7b,10420,1,135.78,55.72,True
5965aacb7d7b,71c04aa42ea9,10351,1,198.61,105.54,False
ca1352d14b88,778794db81c2,10065,1,144.47,76.57,False
3a85442426d1,778794db81c2,10036,1,70.15,32.92,False
2c6f0c5e6508,778794db81c2,10281,1,200.82,84.06,False
99eb35a3dced,7e48fbaf3c24,10104,1,121.03,66.82,False
84d117565646,7e48fbaf3c24,10298,1,39.12,21.79,True
85a546734816,7ae21a2e061f,10180,1,23.98,12.68,False
af4e3b227d82,7ae21a2e061f,10001,1,310.47,171.09,True
5a3a1cecf536,31018e92df16,10322,1,23.36,10.21,False
04769a891ed3,31018e92df16,10320,1,37.78,19.43,False
c982bb4fa7cb,ec7c8b2d7bf3,10327,1,103.49,58.61,False
df0b1b9cb68c,17483ce53c46,10076,1,85.64,36.69,False
7df7b1dc4168,17483ce53c46,10180,1,23.98,12.68,False
70b43e17189e,f26776dbb4a3,10389,1,55.42,32.94,False
fdc0e8ba176a,f26776dbb4a3,10189,1,31.57,17.35,False
edb8cbf3fa97,c4cd35f1d9d8,10366,1,74.59,30.34,False
ba29ac7b58e3,c4cd35f1d9d8,10084,1,69.06,38.87,False
b29dac7d464d,59bcd0a89aa1,10424,1,130.22,56.38,False
cba53a79bfbe,59bcd0a89aa1,10140,1,53.85,28.64,False
5de0c3041506,88d20d1a4876,10320,1,37.78,19.43,True
f95c3b26c0a4,94407a92febd,10084,1,69.06,38.87,False
d38ecab24538,1d43134a5fb8,10377,1,124.88,71.05,False
22cf6171029c,1d43134a5fb8,10305,1,216.95,105.61,True
04698b46a60f,910bfcb7b146,10086,1,56.96,26.27,False
7ad3ac24d702,910bfcb7b146,10295,1,41.37,17.19,True
959b86cf7603,910bfcb7b146,10231,1,125.9,64.01,False
2cd310ae18d5,451e7ebb9db1,10231,1,125.9,64.01,True
8a7f5cb984a0,451e7ebb9db1,10042,1,311.34,181.99,False
5253407fcb9d,da7b25d7c4f7,10003,1,57.62,32.57,True
65b8b1815232,e294ed0d54b5,10036,1,70.15,32.92,False
b9f39af5e93e,ef2821b1e48d,10226,1,139.77,78.77,True
150514fc6609,ef2821b1e48d,10256,1,106.72,54.52,False
2d17d55f8145,ef2821b1e48d,10014,1,48.61,23.3,False
3b54fdbc6df5,b6f6ab860665,10384,1,173.1,78.12,False
19e32be37802,5b56ec5a9835,10357,1,82.74,37.18,False
3f3ed2c23d80,5b56ec5a9835,10463,1,59.23,34.43,False
58946a5f0215,d07b48cfe7e4,10056,1,34.91,20.71,False
f1e8e823c0af,cb132732b4d2,10026,1,50.71,24.14,False
f34fceb4aea6,cb132732b4d2,10218,1,104.38,45.46,False
a45373e8d7d6,cb132732b4d2,10226,1,139.77,78.77,False
8a329ffa2e05,cb132732b4d2,10157,1,249.83,136.78,False
c841f052204f,856e80d15362,10191,1,178.65,94.92,False
1be762448a03,856e80d15362,10253,1,37.45,16.39,False
b9e0a76e6955,db0b97d5d109,10212,1,62.39,34.38,False
4b54ba31ef18,db0b97d5d109,10178,1,221.54,115.87,False
485c23f70984,3963786771f0,10069,1,73.57,40.21,False
eab3866482f9,74c2ce8593c2,10091,1,141.97,81.96,True
e8f85f96b582,74c2ce8593c2,10324,1,135.03,63.05,False
4fc051fa7284,2ef640b91e22,10373,1,123.99,71.91,False
cf26b9d7905d,a2f7e2d137dd,10320,1,37.78,19.43,False
b6ec8b317e8b,a2f7e2d137dd,10435,1,245.84,136.29,False
f777df651ae7,705d438f9aa3,10320,1,37.78,19.43,False
fc3888e657f9,705d438f9aa3,10079,1,127.14,53.43,False
d64268784998,7eed137aadaa,10283,1,318.64,158.11,False
aa6ba26ca77c,7eed137aadaa,10039,1,185.15,104.52,False
29692477c242,3dc7cf13c688,10087,1,184.96,97.06,False
7b3f42efb2ce,3dc7cf13c688,10034,1,340.49,148.01,False
60b2d9335116,5553f6a589a9,10262,1,126.26,74.7,False
292f286b868e,5553f6a589a9,10328,1,79.63,36.2,True
eafb62fb6ca2,5553f6a589a9,10084,1,69.06,38.87,True
d10159f408c5,e98fa4e66bf4,10189,1,31.57,17.35,False
ec0b8665ccdd,c58ab6550d25,10039,1,185.15,104.52,False
05b75d08c94d,c58ab6550d25,10447,1,82.77,49.07,False
6f2e509f246f,95d50eb15c47,10216,1,123.52,76.21,False
f8414d3aab12,21d4297490fe,10105,1,418.2,178.75,False
e098a2913771,4a9ee35c3507,10311,1,61.82,36.27,False
02cb9262a6e9,4e171f6425f5,10098,1,87.41,48.41,False
05e2d54cf7f3,4e171f6425f5,10309,1,107.55,65.38,False
4e681dba8069,4e171f6425f5,10013,1,353.0,162.77,False
508bd796fc9e,a930d095468a,10232,1,108.7,56.31,False
b99f7520d9a6,a930d095468a,10190,1,175.03,98.43,False
244ce74302c2,7c2666f28b9c,10302,1,124.78,60.9,False
cb743019c720,69abbef5019f,10226,1,139.77,78.77,False
1edc800698e1,69abbef5019f,10200,1,61.83,36.39,False
b61e8c4d2e58,c83c25d27e55,10011,1,239.11,140.45,True
837ebff466ca,c83c25d27e55,10231,1,125.9,64.01,False
a37396bc909f,26ae1927b244,10332,1,115.06,51.99,False
61f682928a75,26ae1927b244,10206,1,207.53,94.88,False
8684cf0640da,26ae1927b244,10325,1,115.77,46.91,False
e4c4b4ec1b03,26ae1927b244,10499,1,305.93,141.61,True
3d81504f5129,23be9f084d22,10320,1,37.78,19.43,False
488577e31795,23be9f084d22,10113,1,60.86,30.28,False
e480c388bf83,ff4a71fa330d,10223,1,199.86,86.53,False
cd3f3d353524,ff4a71fa330d,10244,1,40.85,24.75,False
f68687f3bed8,a1ed6b425364,10388,1,165.82,81.71,False
6848c9a2e5c9,a1ed6b425364,10076,1,85.64,36.69,False
dfe3d34993a6,d8a94ee46c4a,10171,1,109.64,65.08,False
cd2a304b3786,d8a94ee46c4a,10149,1,153.42,82.24,False
74bf2b0bbbd3,4c8251ddc269,10262,1,126.26,74.7,False
745284012081,4c8251ddc269,10004,1,79.13,44.03,False
a776ec522c50,13326e472fc9,10494,1,370.98,162.3,False
e67d4d9c43fc,13326e472fc9,10036,1,70.15,32.92,False
10b27554d5f3,5dc6cf963c9f,10466,1,95.0,40.67,False
b76b57a801af,5dc6cf963c9f,10086,1,56.96,26.27,True
a0a89c39779b,5dc6cf963c9f,10280,1,106.97,59.78,False
b337fc8b0eec,12c446db4ad3,10373,1,123.99,71.91,False
7f766c98d821,12c446db4ad3,10065,1,144.47,76.57,False
6234dba74a81,8a558650bbfd,10271,1,120.05,65.36,False
fc98bf4b6eb6,f2ad139260db,10105,1,418.2,178.75,False
66a73a79c21b,066f169cf82b,10495,1,53.31,33.86,True
f9683d0b8ded,066f169cf82b,10486,1,56.51,24.44,False
e549cf2db881,066f169cf82b,10002,1,195.43,83.16,True
7309ab0d0db8,eb7909c21224,10469,1,91.34,52.87,False
48ca9d0fd207,eb7909c21224,10228,1,412.76,206.86,False
1ad3ee3ac9dd,a469d3991527,10007,1,303.61,139.85,False
b09320040465,c19ae28aad1a,10481,1,99.55,53.12,False
c8efc8b21a74,7ab1ffe292c1,10127,1,69.47,43.0,False
5e8da03df3db,7ab1ffe292c1,10400,1,266.07,152.2,False
0d706d6551ca,7ab1ffe292c1,10133,1,127.85,62.33,False
df37278c753f,fbb9f1829db8,10079,1,127.14,53.43,False
b065f444d256,fbb9f1829db8,10400,1,266.07,152.2,False
a2834a2685af,a3d7cb54e642,10320,1,37.78,19.43,False
08e90af78089,8e19e1dad579,10101,1,38.31,21.13,False
1cd700f8bc99,8e19e1dad579,10038,1,119.97,63.37,False
07d477a1a746,2cc4b78deaf9,10242,1,124.94,50.21,False
ea437c2d7e6a,e6c1927d3909,10489,1,298.06,150.66,False
d3ef40ef587d,ca285c5f7a02,10223,1,199.86,86.53,False
f23b58dfff86,ca285c5f7a02,10276,1,119.54,64.45,False
d8dbf1abadb0,ca285c5f7a02,10362,1,56.43,27.65,False
d57eb31291c1,0d63a127f9d6,10322,1,23.36,10.21,False
735d34480579,0d63a127f9d6,10170,1,60.79,25.32,False
d1654734b1c1,9cf1e99d2748,10495,1,59.23,33.86,False
5e2ce6fcd6f8,87118df5d5d9,10320,1,37.78,19.43,False
dc932126d57d,ce986ad44dae,10429,1,52.46,30.19,False
e92e9b61d93a,ce986ad44dae,10034,1,306.44,148.01,True
4d86f4af0d4c,ce986ad44dae,10495,1,59.23,33.86,True
506b57763168,76c4f623b519,10368,1,76.36,44.39,False
7ba9a95dcbae,3abd5f76bdfe,10027,1,175.32,100.91,False
de016a84cd1c,3abd5f76bdfe,10447,1,82.77,49.07,True
3c3df52f1ac9,2d7bedc7f527,10244,1,45.39,24.75,False
eaf4a33a2847,2d7bedc7f527,10027,1,175.32,100.91,True
122cf0c638e8,2d7bedc7f527,10472,1,100.83,49.21,False
5a311c7edeab,2d7bedc7f527,10296,1,93.48,38.49,False
5d01ac243900,af0121984a1a,10133,1,115.06,62.33,False
f3249288d734,10f244d4c3a7,10198,1,133.08,64.93,True
43339fff4dd4,10f244d4c3a7,10283,1,318.64,158.11,False
c7f8085963cf,10f244d4c3a7,10099,1,54.84,22.06,False
7aafb002fddb,e6055d1bf3e2,10303,1,106.33,45.67,False
3d102b535ebc,e6055d1bf3e2,10472,1,100.83,49.21,True
ea6d3ffd3618,37b6504e375c,10039,1,185.15,104.52,True
d94070d87214,f62785b14c84,10425,1,62.56,29.16,False
509ae8245537,015435ffc52f,10117,1,220.1,125.21,False
dbafbcb942d0,771997cd38b2,10414,1,143.02,75.83,False
fc76a6f8f4f6,3f5ece272897,10211,1,45.27,20.39,False
71109137d8ca,3f5ece272897,10189,1,31.57,17.35,False
5dde7b3c4ee6,3f5ece272897,10401,1,152.87,83.25,True
1c2084b95219,c482f99a8e2e,10117,1,220.1,125.21,False
98194c0899ee,c482f99a8e2e,10354,1,40.91,16.83,False
477a71eca76e,c482f99a8e2e,10140,1,53.85,28.64,False
a5cd710d4fe9,6da7b3e12f89,10368,1,76.36,44.39,False
54c5bf399b2a,6da7b3e12f89,10065,1,144.47,76.57,False
d52dc68b3615,a6e6198a9e24,10094,1,113.98,53.98,False
c9806e7cc3a5,a6e6198a9e24,10331,1,130.99,77.04,True
d14790b5e21d,712fe60e2ec1,10141,1,153.49,88.87,False
3d4afcc8f316,712fe60e2ec1,10311,1,61.82,36.27,False
47a93ccb8e11,712fe60e2ec1,10494,1,370.98,162.3,True
a3a001d55132,9c376c97f3e1,10009,1,96.1,45.36,False
8553fc776736,9c376c97f3e1,10440,1,448.41,227.68,False
f6178b444219,593a00b934dd,10231,1,125.9,64.01,False
6b106ccff364,351d6f69b32a,10283,1,318.64,158.11,False
7d2b26620050,549515ef804c,10084,1,69.06,38.87,True
f33716f2c9d4,549515ef804c,10238,1,211.86,111.7,False
12b05a7373ec,96e98fd93960,10408,1,70.77,30.65,True
f70926f2e06a,186415c040d5,10036,1,70.15,32.92,False
982dfaa8052e,186415c040d5,10180,1,23.98,12.68,False
c4584ce582a0,186415c040d5,10322,1,23.36,10.21,False
915fd53a0514,97c5ca37426a,10011,1,239.11,140.45,False
f182d4e2aa57,bca533112559,10322,1,23.36,10.21,False
0dd51f7fe654,bca533112559,10189,1,31.57,17.35,False
48f9954e6cc4,bca533112559,10472,1,100.83,49.21,False
300edf8ea2f7,bca533112559,10320,1,37.78,19.43,False
168b8c9907cb,425bfb09588a,10229,1,88.02,50.01,False
2f1db09f8a7c,425bfb09588a,10041,1,122.93,70.37,False
26a4bd6ba304,01318256d87f,10495,1,59.23,33.86,False
6340f6fc253d,4aa5ead2a77c,10062,1,93.98,49.64,False
e89a9ecb5ada,4aa5ead2a77c,10400,1,266.07,152.2,False
ee33a3504b0d,83add9f2c105,10466,1,95.0,40.67,False
e32d63124ad4,83add9f2c105,10042,1,311.34,181.99,False
c005d1624f72,cf4328b4918d,10302,1,124.78,60.9,True
2301095b48f9,cf4328b4918d,10204,1,85.02,49.09,False
1ff8afdff47a,a38634d88d02,10320,1,34.0,19.43,False
a768e3d9e899,a38634d88d02,10107,1,78.99,35.0,False
acdc56974e95,62a6f6836b2d,10030,1,206.58,115.27,False
c05f5988b467,7e0cd95f2381,10211,1,45.27,20.39,False
a16ffc94e1c8,565c6995fb0c,10228,1,412.76,206.86,False
743eae083021,565c6995fb0c,10169,1,63.62,25.71,True
3272de6f23cf,fb2234943b51,10229,1,88.02,50.01,False
475e71c1356d,fdaf1efabffe,10011,1,239.11,140.45,True
b55c0f27b6a9,03b81ee3d16c,10368,1,76.36,44.39,False
04133d81ca8f,03b81ee3d16c,10226,1,139.77,78.77,False
90fbaa89f606,03b81ee3d16c,10212,1,62.39,34.38,False
0d84492dcb82,9aed685318cc,10065,1,130.02,76.57,False
673fe090d770,86f1569f3379,10105,1,418.2,178.75,False
c48ae2781301,86f1569f3379,10350,1,94.98,52.27,False
2da5196d8c4c,41d78311e780,10157,1,249.83,136.78,False
c961aeddcf18,be332866825b,10324,1,135.03,63.05,False
4aaa7f3a3598,2ede6ade069b,10311,1,61.82,36.27,False
c39d6b02b477,62c2264d3b09,10084,1,69.06,38.87,False
05b8991f75d4,62c2264d3b09,10409,1,310.2,182.75,False
9b7a1cc8f92e,5d741890ee7e,10167,1,159.61,98.05,False
bbdc0874e6f1,5d741890ee7e,10409,1,310.2,182.75,False
9cef75c3158f,5d741890ee7e,10004,1,79.13,44.03,False
02a843e2fd14,724dd2e77f5f,10455,1,122.11,58.51,False
b49d3946bdff,a31c308f975c,10039,1,185.15,104.52,False
8b0789cf7a8a,a31c308f975c,10141,1,153.49,88.87,False
0b97dd61f839,759fce4254bc,10157,1,249.83,136.78,False
03e1411e9026,9dfe6a5bffe3,10094,1,113.98,53.98,False
d4a96a6313b4,ad87c20cdf2d,10298,1,39.12,21.79,True
8bee5c8c484f,ba77b9f540b5,10051,1,60.94,25.21,True
3ec721abd9de,ba77b9f540b5,10435,1,245.84,136.29,False
33f8f1d7738b,ba77b9f540b5,10000,1,99.99,41.78,False
9e63867e61c3,1a7d02255d4a,10375,1,87.64,46.69,False
09d25696bcfb,8fc2fc3d9b2a,10238,1,211.86,111.7,False
ffa9d612d799,f44162854b65,10372,1,81.38,38.21,False
c3a9c4573942,920d4e50e81f,10255,1,221.72,123.44,False
0b033136cf59,be624a0b6fe0,10180,1,23.98,12.68,False
ff642132e003,be624a0b6fe0,10211,1,45.27,20.39,False
a7ddf7861129,6b5e2eee1f0a,10384,1,173.1,78.12,True
237118a57c22,39e2d050838f,10018,1,62.18,36.31,False
6c19e73f2fbe,d78c1983e6a1,10190,1,175.03,98.43,False
0256354e6c7d,d7e339476231,10133,1,115.06,62.33,True
1aa0eb88b053,d7e339476231,10053,1,118.18,50.47,False
8371ec0f4e45,b13ec54b33a8,10065,1,144.47,76.57,False
63bd9d9ffb13,456686693ba1,10280,1,106.97,59.78,True
50baea2f70d8,456686693ba1,10117,1,220.1,125.21,False
ebf6474270f2,31a2ba67dd83,10320,1,37.78,19.43,False
85d23e4e8be3,31a2ba67dd83,10468,1,401.16,175.24,False
a629a8420e16,31a2ba67dd83,10014,1,48.61,23.3,False
d5907950e0bf,31a2ba67dd83,10497,1,308.25,156.64,False
cbc1e25f31a0,d5de51140247,10486,1,56.51,24.44,False
fc2a04322f06,6541cbe77777,10406,1,95.87,47.14,False
1e7bc16734b7,18d7e4285bdd,10447,1,82.77,49.07,True
1c0154b9fcd1,6da32d4069a7,10133,1,127.85,62.33,False
9f1cbc7cf4d8,b1053520a50f,10052,1,51.85,21.01,False
598cd3523743,a56ae063da6a,10104,1,121.03,66.82,False
5b43daf351dd,a56ae063da6a,10053,1,118.18,50.47,False
aba2a2d3be11,a56ae063da6a,10027,1,175.32,100.91,False
15a1b6bb5497,dcd3ce6cc61f,10084,1,69.06,38.87,False
b185f345c18f,03088c13af79,10289,1,51.08,26.6,False
96bc2418b304,03088c13af79,10039,1,185.15,104.52,False
1e6e21ab5553,40e6e36c57e6,10351,1,198.61,105.54,False
a67435c7eb0d,943065d442cb,10401,1,152.87,83.25,False
45a5dfd44899,f5542bcd4a9d,10474,1,92.0,38.34,False
bc7a0f589e25,f6bae8089cfb,10169,1,63.62,25.71,False
f60bf4467269,f6bae8089cfb,10189,1,31.57,17.35,False
d8b030ebe5c9,f6bae8089cfb,10022,1,161.45,71.31,False
f269945f2958,44112f91eb44,10065,1,144.47,76.57,False
26f0c9c22938,44112f91eb44,10457,1,102.46,51.91,False
a853f4159435,32754548968b,10244,1,45.39,24.75,False
31f7a9af73ab,56757e53b8e4,10125,1,79.03,37.85,False
697be0faba59,56757e53b8e4,10283,1,318.64,158.11,False
080bf42be16e,72fbd78a730e,10170,1,54.71,25.32,False
20e21b23148e,571dca6c8674,10226,1,139.77,78.77,True
8e72ca64f9ac,571dca6c8674,10463,1,59.23,34.43,False
a1db00723ff6,c4c58ca7a6ec,10252,1,63.75,33.35,True
076e69805030,85a83dad8d21,10090,1,222.2,94.69,False
6ec9047cd37f,85a83dad8d21,10322,1,23.36,10.21,True
5d46989a3a1d,dea8a12e8e73,10435,1,245.84,136.29,False
e0e7885bdfd0,dea8a12e8e73,10296,1,93.48,38.49,False
7540389b3dde,12ef7caca786,10036,1,70.15,32.92,False
ec31814fc3ba,843579c32e1e,10096,1,31.07,17.57,True
eb6934943d62,66688d026604,10065,1,144.47,76.57,False
bfb667b64930,66688d026604,10090,1,222.2,94.69,False
88c428da3cfd,66688d026604,10111,1,129.9,72.78,False
2911aac20958,d38f0b613b4f,10292,1,194.0,88.07,False
971cd72a9113,bdc457b1ef43,10472,1,90.75,49.21,False
c04d7dd70250,bdc457b1ef43,10104,1,121.03,66.82,False
406a5b43dde2,bdc457b1ef43,10210,1,69.27,40.44,False
7ca9c9f04028,0164a3603e06,10171,1,109.64,65.08,True
