order_id,customer_id,shop_id,order_date,currency_code
56319b0e2b0e,1efcf0fa,DE,2024-01-01,EUR
e6d7b9ab6a07,cfd79171,DE,2024-01-01,EUR
e88912ae9d6a,8f1eb2c6,DE,2024-01-01,EUR
cee72f510395,0e890e0f,DE,2024-01-01,EUR
b5eeb275bacd,683eeade,DE,2024-01-01,EUR
2989002de2b2,e481e6cf,DE,2024-01-01,EUR
2e3902f75ab6,a4a77bfb,DE,2024-01-01,EUR
bad21564466f,452ffdcd,DE,2024-01-01,EUR
cd46f50b7db4,1efcf0fa,DE,2024-01-01,EUR
a2f4c687ffe3,d887bd58,DE,2024-01-01,EUR
d7b2fe4d2a91,676346b7,DE,2024-01-01,EUR
1926edf31172,295d47ee,AT,2024-01-01,EUR
873a3288e7e4,ff77d12c,AT,2024-01-01,EUR
2dd2eb2e0f70,ed24eeba,AT,2024-01-01,EUR
0bab83e27273,882fae6c,AT,2024-01-01,EUR
37257874045f,1efcf0fa,AT,2024-01-01,EUR
9fb3a95b7735,1a6df2f8,AT,2024-01-01,EUR
dd6f22c64384,f59ff290,AT,2024-01-01,EUR
7fecffb3e78c,aef30956,AT,2024-01-01,EUR
86c28988aab9,1efcf0fa,AT,2024-01-01,EUR
645723428596,cfd79171,AT,2024-01-01,EUR
259757f0e4cf,6ac06990,AT,2024-01-01,EUR
14dc07583361,07df5609,CH,2024-01-01,CHF
64657604bb68,7fd2fd1b,CH,2024-01-01,CHF
6fb93b27d676,1efcf0fa,CH,2024-01-01,CHF
1c3b7f038f5b,0e890e0f,CH,2024-01-01,CHF
d816da665b2d,882fae6c,CH,2024-01-01,CHF
26c4ecdb6f9f,896b774b,CH,2024-01-01,CHF
58f888c7b315,54c49096,CH,2024-01-01,CHF
5e0ea45e936a,3cabd7a3,CH,2024-01-01,CHF
72386a739b95,ba5bcc22,DE,2024-01-02,EUR
101d059c8e33,3cabd7a3,DE,2024-01-02,EUR
f5836f160bc0,b79664e9,DE,2024-01-02,EUR
6942730a445e,2e83ca1c,DE,2024-01-02,EUR
2ae85cc8338b,45f14ae4,DE,2024-01-02,EUR
31066639c331,0e890e0f,DE,2024-01-02,EUR
8e7d01afa296,591ce901,DE,2024-01-02,EUR
5a4e7f1a1e22,1efcf0fa,DE,2024-01-02,EUR
c0bdd9a77884,44780455,DE,2024-01-02,EUR
3ae4bbda59bc,a4a77bfb,DE,2024-01-02,EUR
121b039f66c8,ad1670df,DE,2024-01-02,EUR
73557a62571b,e449e8e8,DE,2024-01-02,EUR
88c6c838a7b6,69498e66,DE,2024-01-02,EUR
3e2fc287abf6,3f07832a,DE,2024-01-02,EUR
96734f91975b,0d484201,DE,2024-01-02,EUR
5839e26cfae3,decab564,DE,2024-01-02,EUR
059c74623f80,4d22011a,DE,2024-01-02,EUR
007b7189795b,1a636764,DE,2024-01-02,EUR
6b0c1b62887c,029fea96,DE,2024-01-02,EUR
04436c924916,71cefd07,DE,2024-01-02,EUR
10c9d31dca7b,277cd581,DE,2024-01-02,EUR
71c04aa42ea9,3bc870b2,DE,2024-01-02,EUR
778794db81c2,0e890e0f,DE,2024-01-02,EUR
7e48fbaf3c24,1a8480f1,DE,2024-01-02,EUR
7ae21a2e061f,6d72cce5,DE,2024-01-02,EUR
31018e92df16,1bd60a05,DE,2024-01-02,EUR
ec7c8b2d7bf3,92c2e8d3,DE,2024-01-02,EUR
17483ce53c46,295d47ee,DE,2024-01-02,EUR
f26776dbb4a3,ad1670df,DE,2024-01-02,EUR
c4cd35f1d9d8,cfca7608,DE,2024-01-02,EUR
59bcd0a89aa1,f2707a7b,DE,2024-01-02,EUR
88d20d1a4876,1a6df2f8,DE,2024-01-02,EUR
94407a92febd,1efcf0fa,DE,2024-01-02,EUR
1d43134a5fb8,de61a05e,DE,2024-01-02,EUR
910bfcb7b146,0e890e0f,DE,2024-01-02,EUR
451e7ebb9db1,cfd79171,DE,2024-01-02,EUR
da7b25d7c4f7,0197c136,DE,2024-01-02,EUR
e294ed0d54b5,2bd385d6,DE,2024-01-02,EUR
ef2821b1e48d,759d169b,DE,2024-01-02,EUR
b6f6ab860665,882fae6c,DE,2024-01-02,EUR
5b56ec5a9835,1efcf0fa,DE,2024-01-02,EUR
d07b48cfe7e4,882fae6c,AT,2024-01-02,EUR
cb132732b4d2,4be444a2,AT,2024-01-02,EUR
856e80d15362,67bcb14a,AT,2024-01-02,EUR
db0b97d5d109,e563c468,AT,2024-01-02,EUR
3963786771f0,591ce901,AT,2024-01-02,EUR
74c2ce8593c2,f4791f84,AT,2024-01-02,EUR
2ef640b91e22,26f2cccc,AT,2024-01-02,EUR
a2f7e2d137dd,0e890e0f,AT,2024-01-02,EUR
705d438f9aa3,5280994b,AT,2024-01-02,EUR
7eed137aadaa,e5fad1d5,AT,2024-01-02,EUR
3dc7cf13c688,64b3fae8,AT,2024-01-02,EUR
5553f6a589a9,1a6df2f8,AT,2024-01-02,EUR
e98fa4e66bf4,5c801dab,CH,2024-01-02,CHF
c58ab6550d25,220eabdd,CH,2024-01-02,CHF
95d50eb15c47,882fae6c,CH,2024-01-02,CHF
21d4297490fe,ca62760b,CH,2024-01-02,CHF
4a9ee35c3507,29fe7b85,CH,2024-01-02,CHF
4e171f6425f5,81778aac,CH,2024-01-02,CHF
a930d095468a,addbaae1,CH,2024-01-02,CHF
7c2666f28b9c,3edc8d0c,CH,2024-01-02,CHF
69abbef5019f,a1369b3a,CH,2024-01-02,CHF
c83c25d27e55,da38a76b,CH,2024-01-02,CHF
26ae1927b244,723fc6b1,DE,2024-01-03,EUR
23be9f084d22,295d47ee,DE,2024-01-03,EUR
ff4a71fa330d,759d169b,DE,2024-01-03,EUR
a1ed6b425364,82ac9f76,DE,2024-01-03,EUR
d8a94ee46c4a,2573826e,DE,2024-01-03,EUR
4c8251ddc269,b006d875,DE,2024-01-03,EUR
13326e472fc9,d1e566a4,DE,2024-01-03,EUR
5dc6cf963c9f,8e4f4a0c,DE,2024-01-03,EUR
12c446db4ad3,b1fa4ca4,DE,2024-01-03,EUR
8a558650bbfd,1efcf0fa,DE,2024-01-03,EUR
f2ad139260db,812b43b5,DE,2024-01-03,EUR
066f169cf82b,e59c6c2c,DE,2024-01-03,EUR
eb7909c21224,f6caf4e9,DE,2024-01-03,EUR
a469d3991527,05289499,DE,2024-01-03,EUR
c19ae28aad1a,638d7548,DE,2024-01-03,EUR
7ab1ffe292c1,4048bc32,DE,2024-01-03,EUR
fbb9f1829db8,0701c3a8,DE,2024-01-03,EUR
a3d7cb54e642,d887bd58,DE,2024-01-03,EUR
8e19e1dad579,9391dba1,DE,2024-01-03,EUR
2cc4b78deaf9,2faae156,DE,2024-01-03,EUR
e6c1927d3909,1462a491,DE,2024-01-03,EUR
ca285c5f7a02,95a71dc1,DE,2024-01-03,EUR
0d63a127f9d6,d6300b54,DE,2024-01-03,EUR
9cf1e99d2748,7fd2fd1b,DE,2024-01-03,EUR
87118df5d5d9,d39d91f0,DE,2024-01-03,EUR
ce986ad44dae,0b24077f,DE,2024-01-03,EUR
76c4f623b519,0e890e0f,DE,2024-01-03,EUR
3abd5f76bdfe,de61a05e,DE,2024-01-03,EUR
2d7bedc7f527,60fd3257,DE,2024-01-03,EUR
af0121984a1a,d887bd58,DE,2024-01-03,EUR
10f244d4c3a7,d56fd35a,DE,2024-01-03,EUR
e6055d1bf3e2,a4a77bfb,DE,2024-01-03,EUR
37b6504e375c,c9857cb2,DE,2024-01-03,EUR
f62785b14c84,882fae6c,AT,2024-01-03,EUR
015435ffc52f,2bd385d6,AT,2024-01-03,EUR
771997cd38b2,4c374e8d,AT,2024-01-03,EUR
3f5ece272897,54e120e5,AT,2024-01-03,EUR
c482f99a8e2e,1a6df2f8,AT,2024-01-03,EUR
6da7b3e12f89,ccfb87a1,AT,2024-01-03,EUR
a6e6198a9e24,8dbec070,AT,2024-01-03,EUR
712fe60e2ec1,1ef26e4f,AT,2024-01-03,EUR
9c376c97f3e1,243fc80a,AT,2024-01-03,EUR
593a00b934dd,d2c304d2,AT,2024-01-03,EUR
351d6f69b32a,5ddf20ae,AT,2024-01-03,EUR
549515ef804c,1efcf0fa,AT,2024-01-03,EUR
96e98fd93960,d887bd58,AT,2024-01-03,EUR
186415c040d5,c99ec3f3,CH,2024-01-03,CHF
97c5ca37426a,ad1670df,CH,2024-01-03,CHF
bca533112559,a14ed4d4,CH,2024-01-03,CHF
425bfb09588a,6bc37563,CH,2024-01-03,CHF
01318256d87f,6a33c61d,CH,2024-01-03,CHF
4aa5ead2a77c,09503660,CH,2024-01-03,CHF
83add9f2c105,a3c70d01,CH,2024-01-03,CHF
cf4328b4918d,4068adbe,CH,2024-01-03,CHF
a38634d88d02,17794325,CH,2024-01-03,CHF
62a6f6836b2d,ee629d19,CH,2024-01-03,CHF
7e0cd95f2381,8b44b0ab,DE,2024-01-04,EUR
565c6995fb0c,7253c42f,DE,2024-01-04,EUR
fb2234943b51,734fd5e2,DE,2024-01-04,EUR
fdaf1efabffe,d6300b54,DE,2024-01-04,EUR
03b81ee3d16c,c4fad60f,DE,2024-01-04,EUR
9aed685318cc,82018b89,DE,2024-01-04,EUR
86f1569f3379,d887bd58,DE,2024-01-04,EUR
41d78311e780,f9f5008a,DE,2024-01-04,EUR
be332866825b,41513749,DE,2024-01-04,EUR
2ede6ade069b,1efcf0fa,DE,2024-01-04,EUR
62c2264d3b09,f6caf4e9,DE,2024-01-04,EUR
5d741890ee7e,1efcf0fa,DE,2024-01-04,EUR
724dd2e77f5f,0701c3a8,DE,2024-01-04,EUR
a31c308f975c,cfd79171,DE,2024-01-04,EUR
759fce4254bc,d4273ccf,DE,2024-01-04,EUR
9dfe6a5bffe3,ef01888b,DE,2024-01-04,EUR
ad87c20cdf2d,140bab79,DE,2024-01-04,EUR
ba77b9f540b5,0e890e0f,DE,2024-01-04,EUR
1a7d02255d4a,838bb834,DE,2024-01-04,EUR
8fc2fc3d9b2a,3a911389,DE,2024-01-04,EUR
f44162854b65,882fae6c,DE,2024-01-04,EUR
920d4e50e81f,49dbb1a0,DE,2024-01-04,EUR
be624a0b6fe0,ad1670df,DE,2024-01-04,EUR
6b5e2eee1f0a,de61a05e,DE,2024-01-04,EUR
39e2d050838f,d887bd58,DE,2024-01-04,EUR
d78c1983e6a1,8305ff85,DE,2024-01-04,EUR
d7e339476231,796fbf18,DE,2024-01-04,EUR
b13ec54b33a8,de61a05e,DE,2024-01-04,EUR
456686693ba1,8f5853ff,DE,2024-01-04,EUR
31a2ba67dd83,9e207818,DE,2024-01-04,EUR
d5de51140247,c571c1d4,DE,2024-01-04,EUR
6541cbe77777,797ad3bc,DE,2024-01-04,EUR
18d7e4285bdd,140bab79,DE,2024-01-04,EUR
6da32d4069a7,de61a05e,DE,2024-01-04,EUR
b1053520a50f,d887bd58,DE,2024-01-04,EUR
a56ae063da6a,b59e6112,DE,2024-01-04,EUR
dcd3ce6cc61f,f4334baa,DE,2024-01-04,EUR
03088c13af79,817e0d45,DE,2024-01-04,EUR
40e6e36c57e6,1c287b16,DE,2024-01-04,EUR
943065d442cb,591ce901,DE,2024-01-04,EUR
f5542bcd4a9d,9a4766ae,DE,2024-01-04,EUR
f6bae8089cfb,e59c6c2c,DE,2024-01-04,EUR
44112f91eb44,758f8f52,DE,2024-01-04,EUR
32754548968b,33aaf0a0,DE,2024-01-04,EUR
56757e53b8e4,f2bbe342,DE,2024-01-04,EUR
72fbd78a730e,0e890e0f,DE,2024-01-04,EUR
571dca6c8674,029fea96,DE,2024-01-04,EUR
c4c58ca7a6ec,a0117efd,DE,2024-01-04,EUR
85a83dad8d21,ad1670df,DE,2024-01-04,EUR
dea8a12e8e73,e563c468,DE,2024-01-04,EUR
12ef7caca786,c99ec3f3,DE,2024-01-04,EUR
843579c32e1e,fad5a64c,DE,2024-01-04,EUR
66688d026604,8f1eb2c6,DE,2024-01-04,EUR
d38f0b613b4f,1efcf0fa,DE,2024-01-04,EUR
bdc457b1ef43,d887bd58,DE,2024-01-04,EUR
0164a3603e06,ad1670df,DE,2024-01-04,EUR
c41acde48236,b175ed79,DE,2024-01-04,EUR
c58e89187747,7b9648da,DE,2024-01-04,EUR
c85bab079456,18cced8f,AT,2024-01-04,EUR
fadebe78ee92,4c7a8ef4,AT,2024-01-04,EUR
e2723f7dc0b2,54e120e5,AT,2024-01-04,EUR
d27ae8270813,1a6df2f8,AT,2024-01-04,EUR
57eff80147b7,0e890e0f,AT,2024-01-04,EUR
dc733fcbdd98,be7c8bc4,AT,2024-01-04,EUR
49fe077ef37a,de61a05e,AT,2024-01-04,EUR
a2dacf548908,591ce901,AT,2024-01-04,EUR
e49e8acd119e,d887bd58,AT,2024-01-04,EUR
87959b6b9f1f,ad779d84,CH,2024-01-04,CHF
91e724435da9,61f3b913,DE,2024-01-05,EUR
bb677c19b81e,591ce901,DE,2024-01-05,EUR
acfd3ba1a330,0f955602,DE,2024-01-05,EUR
c821222e9f00,63dcbc9e,DE,2024-01-05,EUR
d0eec7bbb154,8305ff85,DE,2024-01-05,EUR
bdfd2ce60839,6eb8795c,DE,2024-01-05,EUR
8114277e624d,178dbb49,DE,2024-01-05,EUR
9f51bcb45348,0e890e0f,DE,2024-01-05,EUR
2cffd4272fdd,a21c5f61,DE,2024-01-05,EUR
1a17747c5edd,e0b66b03,DE,2024-01-05,EUR
93ee999facb9,1a6df2f8,DE,2024-01-05,EUR
2552c2bc0ce6,029fea96,DE,2024-01-05,EUR
39e336534c0f,de61a05e,DE,2024-01-05,EUR
9216e00fec63,882fae6c,DE,2024-01-05,EUR
27fd77567cda,b51316f8,DE,2024-01-05,EUR
1fb911289158,96f331b1,DE,2024-01-05,EUR
f0fbdf944b70,17f3b1da,DE,2024-01-05,EUR
bdadd6461182,ec42bec1,DE,2024-01-05,EUR
241a80d6e781,e7db06f3,DE,2024-01-05,EUR
b4e9cf723cf7,1efcf0fa,DE,2024-01-05,EUR
6baca78fa46a,cb0a0e0a,DE,2024-01-05,EUR
bdef0bd50b8c,bc22e439,DE,2024-01-05,EUR
77e7bc900e95,9f1b00a4,DE,2024-01-05,EUR
4346b4ef20d8,882fae6c,DE,2024-01-05,EUR
15b2e19e2192,6b351b74,DE,2024-01-05,EUR
07a140d5a421,ad1670df,DE,2024-01-05,EUR
339416db063e,f872707c,DE,2024-01-05,EUR
49bced8de742,b51316f8,DE,2024-01-05,EUR
abcaf7a6b58d,3aaea0ee,DE,2024-01-05,EUR
93ab46ac0f4e,c5ec2775,DE,2024-01-05,EUR
0fcdcb109a2d,de61a05e,DE,2024-01-05,EUR
7774113ec0e7,1efcf0fa,DE,2024-01-05,EUR
60bd7d3926df,05289499,DE,2024-01-05,EUR
433c64b77d7a,8620ef34,DE,2024-01-05,EUR
104af9d9e6f9,ae403820,DE,2024-01-05,EUR
6c5ebfe4a1f4,f10e285d,DE,2024-01-05,EUR
8961af63e70a,7400574e,DE,2024-01-05,EUR
f787b1bf633d,2014bf42,DE,2024-01-05,EUR
c86f98a2daaa,f6caf4e9,DE,2024-01-05,EUR
ca398e720be6,69e6c580,DE,2024-01-05,EUR
cadcbb7110d4,1562fad5,DE,2024-01-05,EUR
96e640d5f22c,c14e919c,DE,2024-01-05,EUR
75421d46e6eb,a3691eb2,DE,2024-01-05,EUR
2a2e4ab62abc,1562fad5,DE,2024-01-05,EUR
238ba0a881c1,934f64f5,DE,2024-01-05,EUR
d3fc7c28d27b,64b3fae8,DE,2024-01-05,EUR
40e62927a3fe,61139824,DE,2024-01-05,EUR
b1024cb1c2d6,5d2bc989,DE,2024-01-05,EUR
eefc067fb3ac,882fae6c,DE,2024-01-05,EUR
54d14c44fb6d,dafdcea7,DE,2024-01-05,EUR
24dc5b97090c,1efcf0fa,AT,2024-01-05,EUR
f17301d8d48c,75014f13,AT,2024-01-05,EUR
156fe825984a,0701c3a8,AT,2024-01-05,EUR
52532c153688,1a6df2f8,AT,2024-01-05,EUR
321e73a27e4d,550eb6b3,AT,2024-01-05,EUR
17a99d2379ba,d887bd58,AT,2024-01-05,EUR
8fcb37083bc8,e9c3023a,AT,2024-01-05,EUR
1d2abec576cc,797ad3bc,AT,2024-01-05,EUR
27fef9640e72,0e890e0f,AT,2024-01-05,EUR
e8226ea58fd2,e563c468,AT,2024-01-05,EUR
fa1bcea47a59,882fae6c,AT,2024-01-05,EUR
3e6e2104b203,e0b66b03,AT,2024-01-05,EUR
bd2d80117c8e,33d5b596,AT,2024-01-05,EUR
6d5518aaece0,1ca429ec,AT,2024-01-05,EUR
0999f32bb4db,ad1670df,CH,2024-01-05,CHF
01d081756d87,f3d91202,CH,2024-01-05,CHF
2db73843cd95,7400574e,CH,2024-01-05,CHF
860d20eaa85e,08def21e,CH,2024-01-05,CHF
17a8e359e43b,de61a05e,CH,2024-01-05,CHF
c78b366a59c9,86e5fe96,CH,2024-01-05,CHF
13fb37df6c78,0e890e0f,CH,2024-01-05,CHF
04413761d88d,4d22011a,CH,2024-01-05,CHF
36a01feb2c93,6eb8795c,CH,2024-01-05,CHF
88369fc07be8,ad1670df,CH,2024-01-05,CHF
01ab0026ff07,e9c3023a,DE,2024-01-06,EUR
12006fc3e098,882fae6c,DE,2024-01-06,EUR
ab03f15ac997,e9c3023a,DE,2024-01-06,EUR
780a6166d3b9,86cd2f1b,DE,2024-01-06,EUR
e9066a7beb78,6b3d40ba,DE,2024-01-06,EUR
fd2c0c9ec963,0f0842ee,DE,2024-01-06,EUR
3fc9aacf1114,7ec0442b,DE,2024-01-06,EUR
58dcd0a27132,0e890e0f,DE,2024-01-06,EUR
6cbe38ff98bf,882fae6c,DE,2024-01-06,EUR
1a4bffbf16f2,17794325,DE,2024-01-06,EUR
151812b94e06,029fea96,DE,2024-01-06,EUR
3bed3c1500f5,f4a04fbc,DE,2024-01-06,EUR
c02daeb3393d,d1e566a4,DE,2024-01-06,EUR
47e96d0f6798,ad1670df,DE,2024-01-06,EUR
112a14e2e1c4,e59c6c2c,DE,2024-01-06,EUR
9a5b39d65ee2,19cadc34,DE,2024-01-06,EUR
1a6943a3a9d5,725fbf66,DE,2024-01-06,EUR
90a1ca45338e,46640706,DE,2024-01-06,EUR
e6450f64da44,f8c0ad0f,DE,2024-01-06,EUR
dcd96f72f71e,2bc9d4c1,DE,2024-01-06,EUR
af94b829e330,6f26f526,DE,2024-01-06,EUR
f88808bb4b1e,ad7c4f88,DE,2024-01-06,EUR
cab28274e073,f6caf4e9,DE,2024-01-06,EUR
12139d68f4ad,591ce901,DE,2024-01-06,EUR
106aa60e9c00,393c53dc,DE,2024-01-06,EUR
f75e537a5f79,d887bd58,DE,2024-01-06,EUR
57392630a9a9,afaf0ae2,DE,2024-01-06,EUR
03192852e9a7,3b0643ef,DE,2024-01-06,EUR
ef417c9a7eca,de8a088d,DE,2024-01-06,EUR
0469f95837e3,ee629d19,DE,2024-01-06,EUR
4341ccfd3a8d,882fae6c,DE,2024-01-06,EUR
93cff644f494,2573826e,DE,2024-01-06,EUR
b47f16b3439e,40d39d9d,DE,2024-01-06,EUR
33a52233ddd5,f6caf4e9,DE,2024-01-06,EUR
25712ff7eec2,1a6df2f8,DE,2024-01-06,EUR
c3f308b3b69c,bbe1fb3c,DE,2024-01-06,EUR
d47ca5e64b57,f6caf4e9,DE,2024-01-06,EUR
a90b01710ba7,372c90a7,DE,2024-01-06,EUR
b59b773ca169,295d47ee,DE,2024-01-06,EUR
242df27d48af,6a33c61d,DE,2024-01-06,EUR
e7108b1e28f9,1a6df2f8,DE,2024-01-06,EUR
0c2d1f047651,f4791f84,DE,2024-01-06,EUR
ab818c8c2084,796fbf18,DE,2024-01-06,EUR
d0e038379cd8,da090a1d,DE,2024-01-06,EUR
5583593555e4,9b717234,DE,2024-01-06,EUR
98fe76e8a8df,f4791f84,DE,2024-01-06,EUR
05dadeb10a9f,f66fe0cc,DE,2024-01-06,EUR
c36d441e6fe5,a4a77bfb,DE,2024-01-06,EUR
500cdce813d1,f96ea815,DE,2024-01-06,EUR
a398a6e3eb90,d887bd58,DE,2024-01-06,EUR
24fa297d48a5,d21132f8,DE,2024-01-06,EUR
798d2eb0825c,1a6df2f8,DE,2024-01-06,EUR
cf9388051a8c,1a6df2f8,DE,2024-01-06,EUR
3ff42b0abdf6,2d1c630a,DE,2024-01-06,EUR
3dd62c528d8e,19d6bcc7,DE,2024-01-06,EUR
00edca0bc6aa,4568a364,DE,2024-01-06,EUR
a98838d88144,00ecd397,DE,2024-01-06,EUR
4b11c7eed64f,3edc8d0c,AT,2024-01-06,EUR
eba0b3f76757,f4791f84,AT,2024-01-06,EUR
66bdb82ca776,f6caf4e9,AT,2024-01-06,EUR
65f858cb1dab,f6caf4e9,AT,2024-01-06,EUR
fcff05050c10,77307a25,AT,2024-01-06,EUR
60732ab70cc5,2bc9d4c1,AT,2024-01-06,EUR
4f1c66f741c8,1bd60a05,AT,2024-01-06,EUR
469d215194c3,f6caf4e9,AT,2024-01-06,EUR
c574167d6650,f4791f84,AT,2024-01-06,EUR
ba5ab2953e8f,cf9cc196,AT,2024-01-06,EUR
ae94b31ac6f1,c9ad73dd,AT,2024-01-06,EUR
56315d9c2cd0,187f3d9e,AT,2024-01-06,EUR
edd59376336f,f4791f84,AT,2024-01-06,EUR
ea4d3716f036,665312e1,AT,2024-01-06,EUR
ee7b7401f38e,392b18cb,AT,2024-01-06,EUR
2187126aff55,08def21e,AT,2024-01-06,EUR
cfcf17c395f9,f4791f84,AT,2024-01-06,EUR
8c432124d40c,66c4d70b,AT,2024-01-06,EUR
100de5c53e08,f4791f84,CH,2024-01-06,CHF
d6cd15a3f168,dd481e67,CH,2024-01-06,CHF
3c9648208f25,f4791f84,CH,2024-01-06,CHF
09f521b8167d,0e890e0f,CH,2024-01-06,CHF
7b62ee471c83,f6caf4e9,CH,2024-01-06,CHF
ab01d40b4315,90aa44cb,CH,2024-01-06,CHF
243a67e0d1d3,882fae6c,CH,2024-01-06,CHF
101949e835f1,f872707c,CH,2024-01-06,CHF
300c86498408,e59c6c2c,DE,2024-01-07,EUR
6df1da437f84,882fae6c,DE,2024-01-07,EUR
76c85920969d,591ce901,DE,2024-01-07,EUR
954b181ebc99,a0fbe6d8,DE,2024-01-07,EUR
ed80f12414d9,0e890e0f,DE,2024-01-07,EUR
be6d4bc1914e,d1849589,DE,2024-01-07,EUR
17d6efb58eca,e0b66b03,DE,2024-01-07,EUR
57f34d0d058a,b51316f8,DE,2024-01-07,EUR
88fb4e1d50a5,838bb834,DE,2024-01-07,EUR
7cb69f946c8d,64b3fae8,DE,2024-01-07,EUR
1347a0800b56,0a8577d5,DE,2024-01-07,EUR
594b4445ea39,838bb834,DE,2024-01-07,EUR
26c795b0f985,217c86a3,DE,2024-01-07,EUR
2e5d2f811ed2,3df25df5,DE,2024-01-07,EUR
b9d58d6d1ff3,6cdf13ce,DE,2024-01-07,EUR
65775d2e49ca,d887bd58,DE,2024-01-07,EUR
6c6df4982af1,ad1670df,DE,2024-01-07,EUR
a98dddec2825,d887bd58,DE,2024-01-07,EUR
99acd63686c2,882fae6c,DE,2024-01-07,EUR
c376f7c48c12,1a6df2f8,DE,2024-01-07,EUR
49f97e786f25,a381f795,DE,2024-01-07,EUR
bfec178695cf,46640706,DE,2024-01-07,EUR
744449859000,133bc376,DE,2024-01-07,EUR
22b8cb66a25f,8e1c26df,DE,2024-01-07,EUR
3c71434b88c9,882fae6c,DE,2024-01-07,EUR
d97a10eb7447,776d72c8,DE,2024-01-07,EUR
c8daf1d0aa99,b3e090cd,DE,2024-01-07,EUR
723c0f3fefa7,0c00f059,DE,2024-01-07,EUR
48e04bf0d45c,53839b3b,DE,2024-01-07,EUR
41642ba15f4e,a6bbb5a4,DE,2024-01-07,EUR
c51c909d5680,ae403820,DE,2024-01-07,EUR
5779d9c2737b,5321fd85,DE,2024-01-07,EUR
dafdf0dba6d9,0e890e0f,DE,2024-01-07,EUR
b82a08c5bae7,d887bd58,DE,2024-01-07,EUR
702b8e2f9685,10ddc526,DE,2024-01-07,EUR
37dd7b20ad91,c2d85eb6,DE,2024-01-07,EUR
701623dfc6d4,6f26f526,DE,2024-01-07,EUR
b486ce18b1bb,3edc8d0c,DE,2024-01-07,EUR
e69de4886405,ad1670df,DE,2024-01-07,EUR
5739dfbc6114,30a6348e,DE,2024-01-07,EUR
7e3baee4ba32,b51316f8,DE,2024-01-07,EUR
0425e9f214e6,408701e1,DE,2024-01-07,EUR
0512b6966e5d,1efcf0fa,DE,2024-01-07,EUR
e9da221c4b3e,e563c468,DE,2024-01-07,EUR
34498349d0e0,4048bc32,DE,2024-01-07,EUR
b49551849ae7,1efcf0fa,DE,2024-01-07,EUR
3d27c0bfd621,a4a77bfb,DE,2024-01-07,EUR
85cb125767b8,e59c6c2c,DE,2024-01-07,EUR
f1c982ecf9ed,ff392fff,DE,2024-01-07,EUR
654331b91633,882fae6c,DE,2024-01-07,EUR
6e1bc8a66cc2,ad1670df,DE,2024-01-07,EUR
e5c52cb5d823,3fd11f1f,DE,2024-01-07,EUR
aace81165c95,f4791f84,DE,2024-01-07,EUR
75196d372cb2,8e4f4a0c,DE,2024-01-07,EUR
b3c5bfbd7500,17f54a76,DE,2024-01-07,EUR
61aa727381bf,cfd79171,DE,2024-01-07,EUR
a9a6fc0285f4,b724ee7b,DE,2024-01-07,EUR
bde32d4d07c8,fc05e5fa,DE,2024-01-07,EUR
667c42490e7c,d887bd58,DE,2024-01-07,EUR
ec9d7e23a8ee,f61554ee,DE,2024-01-07,EUR
89d9310730be,e59c6c2c,DE,2024-01-07,EUR
cd487b979bc0,0e890e0f,DE,2024-01-07,EUR
b9df10ed2e47,b89cafd3,DE,2024-01-07,EUR
bb296f6f316d,e4bdcfdc,DE,2024-01-07,EUR
2eaa178ae4d0,c61046dc,DE,2024-01-07,EUR
