line_id,order_id,sku_id,qty,unit_price_paid,unit_cost,is_returned,return_date
b03c3e227509,a5c9433e177f,10065,1,144.47,76.57,False,
ed75ca5b7996,a5c9433e177f,10036,1,70.15,32.92,False,
7f108a957f3d,a5c9433e177f,10281,1,200.82,84.06,False,
96a94d45623f,5ff0825d2fa5,10497,1,308.25,156.64,False,
cad3c7034e5d,97f20536c4a3,10266,1,69.32,31.96,True,2024-01-26
b26a796cb43e,799e57536bed,10198,1,133.08,64.93,False,
2e85d5cf0291,365d81248355,10156,1,111.93,66.18,False,
020c52ab927e,365d81248355,10472,1,100.83,49.21,False,
c9c443a3edef,365d81248355,10223,1,199.86,86.53,False,
c5766b6136b4,22853f3579b6,10180,1,23.98,12.68,False,
57c0dce84cde,db2e54213f0e,10198,1,133.08,64.93,False,
d10312c4088f,063b0dd720ed,10300,1,125.43,69.96,False,
9d468b66d500,565b3067d4ba,10447,1,82.77,49.07,False,
58b3fd54fd27,c1677933797d,10296,1,93.48,38.49,False,
f35028ef4b3f,c1677933797d,10424,1,130.22,56.38,False,
bce967235fbd,0a7c69bb0063,10472,1,100.83,49.21,False,
657c8433d86f,4cf70fcda158,10271,1,120.05,65.36,True,2024-01-19
074df9f46cdb,c72bb9fd550f,10409,1,310.2,182.75,True,2024-01-21
ec11b693def0,977f8df9ecd2,10086,1,56.96,26.27,False,
2c980862e150,977f8df9ecd2,10295,1,41.37,17.19,True,2024-01-12
0b596dd15c03,977f8df9ecd2,10231,1,125.9,64.01,False,
b52c0a833969,98a781817349,10238,1,211.86,111.7,False,
e97153eb8b6d,5cf42a229d88,10067,1,156.34,64.45,True,2024-02-03
9ce526fe904b,5cf42a229d88,10003,1,57.62,32.57,False,
bea2ea4a29ab,87af221c6ccc,10280,1,106.97,59.78,False,
7eff10ef8db3,14335abaa5be,10150,1,79.03,32.27,True,2024-01-29
cea32778fede,14335abaa5be,10472,1,100.83,49.21,False,
ab1dd7b6fbf1,14335abaa5be,10170,1,60.79,25.32,False,
be84035852c8,6a1b9f390bd4,10115,1,315.67,160.86,True,2024-01-23
9a5d39577ed7,0f9f0235fe43,10061,1,76.87,32.37,False,
57df545cdd21,1cb05545c29c,10320,1,37.78,19.43,False,
7d4aabe1de2e,1cb05545c29c,10466,1,95.0,40.67,False,
3c34c5969342,1cb05545c29c,10416,1,158.74,65.47,False,
e514d94077a9,69f9a6372263,10026,1,50.71,24.14,False,
cbeeea78ee57,69f9a6372263,10218,1,104.38,45.46,False,
d5899222ad24,69f9a6372263,10226,1,139.77,78.77,False,
ca1e46a4205e,69f9a6372263,10157,1,249.83,136.78,False,
820be493df8f,857ea9b2ade8,10253,1,37.45,16.39,False,
649419ff6e15,cd9be6f8595f,10065,1,144.47,76.57,False,
8c581d00c20a,cd9be6f8595f,10251,1,85.11,46.52,False,
d4238bc4730a,66937eeaa7ce,10069,1,73.57,40.21,False,
040aaa298401,0e6fb042a7a6,10189,1,31.57,17.35,False,
011244f003e3,0e6fb042a7a6,10065,1,144.47,76.57,False,
dc3061144f75,0e6fb042a7a6,10178,1,221.54,115.87,True,2024-01-24
03727a8476b8,0afd0129c930,10283,1,318.64,158.11,False,
763582462518,0afd0129c930,10296,1,93.48,38.49,False,
990edc2c9eff,0afd0129c930,10238,1,211.86,111.7,True,2024-01-23
614519ba8831,4eadc8b006ee,10251,1,85.11,46.52,False,
1ac2808c3d52,46ac5c368017,10363,1,35.02,19.45,False,
dfdd360351b2,c8b9086f9c45,10375,1,87.64,46.69,True,2024-02-02
9dd208c833b9,c8b9086f9c45,10304,1,101.45,47.24,False,
d01c4b04f219,c8b9086f9c45,10495,1,59.23,33.86,False,
96197a164d06,c8b9086f9c45,10131,1,74.87,34.67,False,
6b5ee196b449,ad88ad1454d7,10052,1,51.85,21.01,False,
c17fca1af579,ad88ad1454d7,10280,1,106.97,59.78,False,
79ce6acd6e57,ad88ad1454d7,10164,1,157.69,68.57,False,
83ce6ae282d3,5bad4913fc77,10307,1,117.87,52.35,False,
cc07f7b06333,5bad4913fc77,10405,1,134.81,56.13,False,
c61b55cf0d9d,5bad4913fc77,10190,1,157.53,98.43,False,
a3b5b5113ec4,a16061901993,10322,1,23.36,10.21,False,
d43cf38cb848,b55bb53985a7,10226,1,139.77,78.77,True,2024-01-15
4f8b038cfd14,b55bb53985a7,10320,1,37.78,19.43,False,
f7ecc4c3f517,4f0b3e38d230,10440,1,448.41,227.68,True,2024-01-17
0784999c509e,0d6fd86d875a,10296,1,93.48,38.49,False,
b299d9dd6e45,ff084927c8e9,10243,1,157.04,70.56,False,
87ce88fade27,ff084927c8e9,10189,1,31.57,17.35,False,
c6dd501986f1,8e80c8c21214,10021,1,134.33,76.61,False,
4cdfc47b8342,8e80c8c21214,10180,1,23.98,12.68,False,
0f8017717ae1,b43a88e0ab54,10110,1,71.8,42.73,False,
ef300f34315a,e0815aaf6e2d,10271,1,120.05,65.36,False,
eb2dae219ea1,db6f5471d4c4,10375,1,87.64,46.69,False,
526f624b4cb4,9e85d14fcc2e,10414,1,143.02,75.83,False,
24fdf9be7e32,6a85934bf773,10078,1,76.14,35.07,True,2024-01-27
345d508eec42,72e7e048ee6c,10479,1,64.55,31.21,False,
fd82a1b0d2f7,72e7e048ee6c,10092,1,566.48,277.55,False,
faca4c2daa90,33fee6f0a91b,10377,1,138.76,71.05,True,2024-01-21
4bd4f994cf57,a5d5ec55220c,10395,1,62.32,28.06,False,
41f01381654a,a5d5ec55220c,10053,1,118.18,50.47,True,2024-01-28
5bcc0c7fdd05,a5d5ec55220c,10472,1,100.83,49.21,False,
343e2bcf2827,8887dee4ab69,10481,1,99.55,53.12,False,
88b83d9e7754,8887dee4ab69,10094,1,113.98,53.98,True,2024-01-31
8075e575f1f0,8887dee4ab69,10254,1,117.33,55.27,False,
bd94b3fa38e6,7b3cbc0c1d46,10059,1,121.73,61.01,False,
019338f896d9,bf066e7bfae5,10296,1,93.48,38.49,True,2024-01-15
b97a83912d4f,19d9d615b5d9,10160,1,115.15,54.11,False,
a03c2d725e63,19d9d615b5d9,10479,1,64.55,31.21,False,
ef5ac361722b,feab64ef6247,10073,1,66.76,35.98,True,2024-01-29
14ccc586fbea,feab64ef6247,10136,1,54.73,22.31,False,
a18b3cb4b83a,d5068bc75615,10336,1,61.92,27.07,False,
4fb9134e7ef8,d5068bc75615,10022,1,161.45,71.31,False,
a1c3930b4850,9bdc5621a84f,10408,1,70.77,30.65,True,2024-01-31
12a3b3003673,c251182e9489,10202,1,265.4,112.61,False,
7b596b29f60b,2399e9cfe210,10250,1,264.07,134.94,False,
d6502abb927c,bcab8e031d18,10079,1,127.14,53.43,False,
e929d8ed4257,1587437a5166,10198,1,133.08,64.93,False,
29aa66dd115d,724113b3d2a2,10242,1,124.94,50.21,False,
537d23da3570,bf09f74346f3,10472,1,100.83,49.21,False,
d18b3721bafb,bf09f74346f3,10429,1,52.46,30.19,False,
f89406fb7651,bf09f74346f3,10223,1,199.86,86.53,False,
ae25082a079c,bf09f74346f3,10271,1,120.05,65.36,False,
a80cf22424dd,c069eb428185,10106,1,85.32,43.26,False,
a545c00f7e2a,c069eb428185,10322,1,23.36,10.21,False,
c6477ec09ede,c069eb428185,10032,1,338.83,141.02,False,
0699c2db12ec,5432684cfaa0,10036,1,70.15,32.92,False,
b8fdc300bc3a,5432684cfaa0,10304,1,101.45,47.24,False,
cd5e6b54b898,c58d6ec0252e,10005,1,209.42,113.45,False,
befa85e0ff24,b127d9569cde,10190,1,175.03,98.43,False,
1bec5479abf0,93ca66db90d6,10027,1,175.32,100.91,False,
a876310d28f6,93ca66db90d6,10447,1,82.77,49.07,True,2024-01-19
47cfeb0b44a6,2a9f13461336,10027,1,175.32,100.91,False,
a3887ed584d9,50a5567037d2,10170,1,60.79,25.32,True,2024-02-03
3bad5cb92ad5,5fc56b5c0331,10328,1,79.63,36.2,False,
207215359ffd,f86ee8f4894a,10495,1,53.31,33.86,False,
8ab86569e91b,31c114fe87c9,10313,1,99.7,53.65,False,
9cda15cf8e5e,b50401d43773,10320,1,37.78,19.43,False,
bb9d94ef5c36,77e256bed588,10200,1,55.65,36.39,True,2024-01-14
61ef2920f9b1,77e256bed588,10167,1,177.34,98.05,True,2024-01-15
af91a565efe8,77e256bed588,10447,1,82.77,49.07,True,2024-02-01
fcf1468b2d1b,0f566560e37d,10237,1,380.62,218.73,False,
dd077ff7aaef,94a7d8a119cd,10320,1,37.78,19.43,False,
bd6ba9b46bb1,3545a5a3ac93,10323,1,486.64,229.91,False,
f51b1c1bdf86,5e9290a5393d,10320,1,37.78,19.43,False,
91896ac5f08e,5e9290a5393d,10100,1,94.39,45.61,False,
cb242a048ef3,5e9290a5393d,10117,1,220.1,125.21,False,
6d13a682d834,66a1b6a40dda,10189,1,31.57,17.35,False,
e297543d8d50,486e50d796a4,10065,1,144.47,76.57,False,
46b3c6be8edd,486e50d796a4,10426,1,194.06,107.0,False,
22052add8d51,bf9d50e5dc26,10275,1,58.67,28.31,True,2024-01-21
7058f8d64011,9fc5bacd2aa2,10008,1,165.28,74.81,True,2024-01-20
5c786cd86c55,9fc5bacd2aa2,10052,1,51.85,21.01,False,
9a998d3a1d48,88b5733b628a,10317,1,55.37,26.69,False,
907233de1723,88b5733b628a,10222,1,42.73,17.46,False,
ff1c55f7a442,4e29c13e35a0,10141,1,153.49,88.87,False,
408eae93f799,4e29c13e35a0,10311,1,61.82,36.27,False,
65aa36399cc7,4e29c13e35a0,10494,1,370.98,162.3,True,2024-02-06
ea86159440b3,4e4f43378141,10324,1,135.03,63.05,False,
3d8975e1fb14,7289eb1698d2,10180,1,23.98,12.68,False,
b8ebd1899179,8ef2c87af735,10086,1,56.96,26.27,False,
5791e7a35c91,d314d5e17507,10084,1,69.06,38.87,True,2024-01-21
a140ff55ae6c,d314d5e17507,10238,1,211.86,111.7,False,
67a51b85da10,df5d9842607a,10464,1,88.98,40.52,False,
5916ad0684bb,643a8721ed93,10320,1,37.78,19.43,False,
bf3bd86354b9,643a8721ed93,10361,1,51.77,28.57,True,2024-02-02
1f8870077fbf,643a8721ed93,10419,1,104.11,51.21,False,
e3e2bafb1e81,93386d166353,10320,1,37.78,19.43,True,2024-01-31
0fc7af7c02da,c0bfcfe358e7,10084,1,62.15,38.87,False,
91588302ab18,546136806919,10180,1,23.98,12.68,False,
4937ce1c5b86,a842e63233a6,10368,1,76.36,44.39,False,
1d191e6a3c0c,eed9242767fd,10027,1,175.32,100.91,False,
b29232680f30,9bd204602c1c,10298,1,39.12,21.79,False,
22dccb1d0e19,b15a2dcb46f5,10281,1,200.82,84.06,False,
862c4787b430,c60f932b8a83,10320,1,34.0,19.43,False,
370b052ec1be,40c6a53d293c,10189,1,31.57,17.35,False,
4bf960ad4ebb,c6bad289a3ba,10330,1,87.23,40.1,False,
a95f8563c138,c6bad289a3ba,10028,1,99.42,57.03,False,
c0286eecf31e,c6bad289a3ba,10457,1,102.46,51.91,False,
57e1206aef0e,1d1b4675d776,10226,1,139.77,78.77,True,2024-01-18
4c477653c4f7,1d1b4675d776,10091,1,141.97,81.96,False,
82a05b471405,4106fdd44f82,10157,1,224.85,136.78,False,
f51773937313,783274cfd35b,10476,1,438.45,245.85,False,
0b027ec9790b,6a5fa6f3b5f7,10400,1,266.07,152.2,False,
c7e7d576bba0,ed054ea123e7,10168,1,187.98,85.16,False,
33b0f02dbb47,ed054ea123e7,10065,1,144.47,76.57,False,
b95a1b6923ec,74c4ad09fda7,10487,1,88.97,35.81,True,2024-01-30
2fb9d2746030,74c4ad09fda7,10051,1,60.94,25.21,False,
58962bbb6d93,9cfbd382c72b,10440,1,448.41,227.68,False,
44831013bc51,9cfbd382c72b,10494,1,370.98,162.3,True,2024-01-26
a1ffa722731a,12df91aaedfd,10190,1,157.53,98.43,False,
5e119feaf2eb,7094bb9ddbf7,10062,1,93.98,49.64,False,
13c3b66d75e4,976ba696ebda,10402,1,78.09,32.29,True,2024-01-27
96661a40add4,26dd62337d40,10387,1,293.18,150.42,False,
ecb8af645a8b,563081c0892e,10355,1,37.8,17.25,False,
6e1313608e28,563081c0892e,10133,1,127.85,62.33,False,
3e126ba315d1,1496f192cc04,10016,1,81.71,42.5,False,
a1a995c6d643,753d17afdfe7,10117,1,220.1,125.21,False,
4ce4a69c950a,753d17afdfe7,10198,1,133.08,64.93,False,
bcbfccb6eb75,6514fa7f2e54,10335,1,44.83,25.48,False,
b32adade707b,6514fa7f2e54,10223,1,199.86,86.53,False,
ccd3003ecf5e,cc76267385cd,10196,1,166.73,79.1,False,
15a49b5c2879,cc76267385cd,10204,1,85.02,49.09,False,
a4e4972e5df9,cc76267385cd,10320,1,37.78,19.43,False,
31f984053e4b,28cc4d55589f,10069,1,81.74,40.21,False,
076e3713af91,28cc4d55589f,10494,1,370.98,162.3,False,
d13eb2b9ea50,c51f92dc917f,10387,1,293.18,150.42,False,
fbc2dd325e2c,c51f92dc917f,10133,1,127.85,62.33,False,
8c958cc41406,d88a07590a97,10312,1,283.39,149.78,False,
25377555b53f,d88a07590a97,10244,1,45.39,24.75,True,2024-02-02
8bc2aae61fe4,04febd3599a0,10206,1,186.78,94.88,False,
4163fce8229f,61b34dc29f26,10101,1,42.57,21.13,False,
5dc01c8f658b,61b34dc29f26,10015,1,87.8,47.75,False,
92ea9339962a,61b34dc29f26,10398,1,160.76,81.13,False,
314c018c4656,9c0a78feeaba,10036,1,70.15,32.92,True,2024-01-23
9d359cc1667d,0ab3b2205f1f,10368,1,76.36,44.39,True,2024-01-14
f5ff913072c5,11e88ef0ebed,10189,1,31.57,17.35,False,
db396d727ede,90313a0528d6,10126,1,107.83,53.04,False,
90a274d7b2cb,dcfc40c63ada,10079,1,127.14,53.43,False,
0146ee31b92e,b6efc5894b32,10420,1,135.78,55.72,True,2024-01-31
38f9f9c8f8c2,505ecd592651,10296,1,93.48,38.49,False,
9a9c316c9a86,b657e7be3d8e,10345,1,45.29,24.72,False,
f26e923592fa,b657e7be3d8e,10332,1,115.06,51.99,False,
bb2b5ed54f12,b657e7be3d8e,10190,1,175.03,98.43,False,
b9b5155a509f,767285658b74,10406,1,95.87,47.14,False,
a12aac73a1f3,767285658b74,10296,1,93.48,38.49,False,
b9c8e572ed53,767285658b74,10373,1,123.99,71.91,False,
ee152eb9032d,55c38e6b8235,10455,1,122.11,58.51,False,
c60a13e94836,55c38e6b8235,10244,1,45.39,24.75,False,
1eecce2291f4,f249666a5eef,10022,1,161.45,71.31,False,
10b71773b67c,61bfa384a33d,10274,1,57.73,27.61,False,
d35a115436eb,085e78d5c392,10457,1,102.46,51.91,False,
bd90ce78e4b6,20604df1ee10,10497,1,308.25,156.64,False,
76c4df884749,9812a5daedbf,10296,1,93.48,38.49,False,
84fa42e3844f,9812a5daedbf,10125,1,79.03,37.85,False,
3fc4912dcabf,9812a5daedbf,10283,1,318.64,158.11,True,2024-01-25
c53bdf91926f,9812a5daedbf,10036,1,70.15,32.92,False,
ea2e037d0e18,344cf59eabd1,10074,1,324.52,193.65,True,2024-01-31
24e24f3f71ae,344cf59eabd1,10004,1,79.13,44.03,False,
4a7ea4c64441,344cf59eabd1,10036,1,70.15,32.92,False,
2802a4aa3e5b,47bfa73259c5,10184,1,150.34,84.15,True,2024-01-29
387fbc32393d,47bfa73259c5,10262,1,126.26,74.7,False,
7407a01e763b,c563191016aa,10199,1,137.57,71.89,False,
d3a098b862bc,35b0e52e10a5,10494,1,370.98,162.3,False,
6dc96966d294,6e1378bac9ff,10062,1,93.98,49.64,True,2024-01-15
3458dde7fb24,527dced78c31,10472,1,100.83,49.21,False,
7502282e8760,985928c7af05,10173,1,110.53,61.22,False,
8a828dc6a8e4,985928c7af05,10011,1,239.11,140.45,False,
acd8a4c4c5a2,2e9a812adf2b,10104,1,121.03,66.82,True,2024-01-25
c95810d4d1f1,2e9a812adf2b,10210,1,62.34,40.44,False,
e9e3c2ce8e0c,2e9a812adf2b,10005,1,188.48,113.45,False,
eb7ab81f6160,193020e51eeb,10011,1,239.11,140.45,True,2024-01-23
5baeced3fc34,193020e51eeb,10204,1,85.02,49.09,False,
7681c9dfd1f0,193020e51eeb,10014,1,48.61,23.3,False,
e45089cefa11,30cd6a506c29,10127,1,77.19,43.0,True,2024-01-19
de5070619fd4,ee8b32bca165,10027,1,175.32,100.91,False,
2fad9261f30b,ee8b32bca165,10076,1,85.64,36.69,True,2024-01-22
691d664c35d4,ee8b32bca165,10065,1,144.47,76.57,False,
191bf1315410,a3dbe1b9fa35,10334,1,184.1,105.77,False,
afb849cbfbda,a3dbe1b9fa35,10211,1,45.27,20.39,False,
1a660e10a1c9,a3dbe1b9fa35,10084,1,69.06,38.87,False,
1d319e70462d,2ad1b9f88c98,10190,1,175.03,98.43,False,
9b1efc44ba1b,2ad1b9f88c98,10014,1,48.61,23.3,False,
e82f021090e8,78994e76627c,10440,1,448.41,227.68,False,
0f8a7d3922b9,78994e76627c,10447,1,82.77,49.07,False,
fbe1da546e24,9b144ee8af2a,10275,1,58.67,28.31,False,
887903d4c45a,9b144ee8af2a,10306,1,42.58,17.79,False,
bd86be950f68,742d17215c5f,10447,1,82.77,49.07,False,
69ef0181dc55,742d17215c5f,10367,1,205.78,84.89,False,
6d35b6a3d846,7d4d2b3b5bfd,10096,1,31.07,17.57,True,2024-01-29
e3141245e533,7d4d2b3b5bfd,10235,1,153.81,78.91,True,2024-02-06
cbdc275d408a,7d4d2b3b5bfd,10028,1,99.42,57.03,False,
b221350053eb,7d4d2b3b5bfd,10266,1,69.32,31.96,False,
5dc536dfc2f0,5a28a76a1ef3,10409,1,310.2,182.75,False,
7a3886ddd602,b63eff9868d5,10320,1,37.78,19.43,False,
c9bd480264b4,b63eff9868d5,10065,1,144.47,76.57,True,2024-01-27
917426bdd8d5,6b01cb98a9f0,10280,1,106.97,59.78,False,
7544673d85e7,6b01cb98a9f0,10190,1,175.03,98.43,False,
896faf343a84,0e452b35657d,10065,1,130.02,76.57,False,
641be7759337,0e452b35657d,10355,1,37.8,17.25,False,
ae2b5a2fec91,9a6d5158eebd,10400,1,266.07,152.2,True,2024-01-24
77efeff75c8d,9a6d5158eebd,10180,1,23.98,12.68,False,
232f962d3d07,9a6d5158eebd,10455,1,122.11,58.51,False,
d4a45ce0d8bf,9a6d5158eebd,10027,1,175.32,100.91,False,
23c5f6ec72f3,97ee025abafe,10036,1,70.15,32.92,True,2024-01-26
ed92634ffb19,97ee025abafe,10087,1,184.96,97.06,False,
8d2e74a82c1b,4f15d82ec944,10186,1,143.09,85.28,False,
3ed868b454f6,4f15d82ec944,10281,1,200.82,84.06,True,2024-01-26
6df17684b228,4f15d82ec944,10320,1,37.78,19.43,False,
334f713c914b,9e95812d5755,10238,1,211.86,111.7,False,
94006aab8d16,9dde2c74b125,10302,1,124.78,60.9,False,
efe7b13df4f6,775d6ae48c46,10216,1,137.24,76.21,False,
695ab4e9f570,775d6ae48c46,10148,1,94.04,47.25,False,
