order_id,customer_id,shop_id,order_date,ship_date,currency_code
79b20c57be6b,6decef5e,DE,2024-01-04,2024-01-06,EUR
19f61e28f618,22c2ebc7,DE,2024-01-04,2024-01-06,EUR
25add49fe2f2,aaca7cba,DE,2024-01-04,2024-01-06,EUR
baebdc315fc7,61ff77c2,DE,2024-01-04,2024-01-06,EUR
439b9b2dc9f1,9343edab,DE,2024-01-04,2024-01-08,EUR
128859fbbf2f,ca792d86,DE,2024-01-04,2024-01-06,EUR
2cdf271bbac6,9c802f58,DE,2024-01-04,2024-01-05,EUR
ec6119a38abf,c37253d3,DE,2024-01-04,2024-01-08,EUR
76eebc938305,e3cb5179,DE,2024-01-04,2024-01-05,EUR
5876ec188bcf,42762934,DE,2024-01-04,2024-01-09,EUR
74fce15d4c86,206bff68,DE,2024-01-04,2024-01-08,EUR
15f7dc3f4561,225843cf,DE,2024-01-04,2024-01-05,EUR
5bf77742d890,80e951b0,DE,2024-01-04,2024-01-08,EUR
7f543915046c,90345d36,DE,2024-01-04,2024-01-05,EUR
f6a0a077d446,206bff68,AT,2024-01-04,2024-01-05,EUR
cc27e570fef6,c9b8323b,AT,2024-01-04,2024-01-08,EUR
25bc8eb7ff03,2db25e76,AT,2024-01-04,2024-01-06,EUR
9a8656bfa5cc,ef7323aa,AT,2024-01-04,2024-01-06,EUR
1da931333827,57c0a95a,AT,2024-01-04,2024-01-08,EUR
9fb9e69988ae,180dc54d,AT,2024-01-04,2024-01-07,EUR
a40d0b840036,206bff68,AT,2024-01-04,2024-01-08,EUR
f78d4e8d5466,e8086f7e,AT,2024-01-04,2024-01-07,EUR
82d896f3e3b0,de8cfb02,AT,2024-01-04,2024-01-06,EUR
dd1bc211f71a,b41a337a,AT,2024-01-04,2024-01-08,EUR
c1cbfb7ce4d7,6e34e3ce,CH,2024-01-04,2024-01-06,CHF
28de1ba6d26c,c37253d3,CH,2024-01-04,2024-01-09,CHF
411c8beeefd5,61ff77c2,CH,2024-01-04,2024-01-06,CHF
9d939f561449,60a91ad8,CH,2024-01-04,2024-01-07,CHF
61c6cdb84ef3,ea1a670a,CH,2024-01-04,2024-01-09,CHF
1f893c64cd72,a083224e,CH,2024-01-04,2024-01-09,CHF
7b151e7a0a4f,87dbeff7,CH,2024-01-04,2024-01-09,CHF
987534b49b21,4a0f4201,CH,2024-01-04,2024-01-06,CHF
bf7e8d1f8287,206bff68,CH,2024-01-04,2024-01-08,CHF
ee256fb753d0,c37253d3,CH,2024-01-04,2024-01-08,CHF
c42a0c0389aa,febde8a4,DE,2024-01-05,2024-01-06,EUR
6fca7814a46f,9453600e,DE,2024-01-05,2024-01-09,EUR
a68489c5cfd2,3a0df363,DE,2024-01-05,2024-01-09,EUR
b8464118a69e,c37253d3,DE,2024-01-05,2024-01-08,EUR
bc5d9301fd46,9fadc883,DE,2024-01-05,2024-01-07,EUR
fca2669dfc45,f99550e3,DE,2024-01-05,2024-01-10,EUR
76fc93a35692,e9030003,DE,2024-01-05,2024-01-07,EUR
adfd7d0aa223,9a81a496,DE,2024-01-05,2024-01-06,EUR
e7b1c967019e,00bc274b,DE,2024-01-05,2024-01-06,EUR
5fe8e3245f3d,60a91ad8,DE,2024-01-05,2024-01-09,EUR
d69fec69b292,206bff68,DE,2024-01-05,2024-01-07,EUR
87a4d37116f6,32b38625,DE,2024-01-05,2024-01-08,EUR
00901e5cc2f1,5e5a2c6a,DE,2024-01-05,2024-01-09,EUR
cdd8bc59178e,9c802f58,DE,2024-01-05,2024-01-06,EUR
068dfb2db077,206bff68,DE,2024-01-05,2024-01-07,EUR
fa50ee697e0a,e8086f7e,DE,2024-01-05,2024-01-06,EUR
7acc26e3364f,61ff77c2,DE,2024-01-05,2024-01-07,EUR
5ca9eb785377,3a0df363,DE,2024-01-05,2024-01-07,EUR
65de720dc763,8549a792,DE,2024-01-05,2024-01-08,EUR
ac7fea0f8c6f,4635a4d8,DE,2024-01-05,2024-01-10,EUR
83056eb6dca9,d251d02e,DE,2024-01-05,2024-01-08,EUR
05cb19ef6f3c,206bff68,DE,2024-01-05,2024-01-09,EUR
5db35ca13ee0,e68e2959,DE,2024-01-05,2024-01-06,EUR
5cfffdb489d5,1ce8850e,DE,2024-01-05,2024-01-06,EUR
ae7c5151ad7e,cdf41e28,DE,2024-01-05,2024-01-06,EUR
45c789878f10,b80f7625,DE,2024-01-05,2024-01-09,EUR
849cd80fda72,55b91ecb,DE,2024-01-05,2024-01-10,EUR
0e9b2bee7bf0,22a72400,DE,2024-01-05,2024-01-09,EUR
cb33138f87d0,e4c63ebf,DE,2024-01-05,2024-01-10,EUR
3ee668eb1faa,5c0ce6e2,DE,2024-01-05,2024-01-08,EUR
8ccd308123ed,faca4a13,DE,2024-01-05,2024-01-07,EUR
0f05acf6632a,c37253d3,DE,2024-01-05,2024-01-07,EUR
4be36cdd302c,e8086f7e,DE,2024-01-05,2024-01-08,EUR
9e8f3d422f25,e6f8ef37,DE,2024-01-05,2024-01-06,EUR
3f56a845bfd9,61ff77c2,DE,2024-01-05,2024-01-06,EUR
177a35ed3f89,c37253d3,DE,2024-01-05,2024-01-06,EUR
cd221ce28566,a49216a8,DE,2024-01-05,2024-01-07,EUR
26193d17ef45,9072e251,DE,2024-01-05,2024-01-10,EUR
a671978483dd,c090ff26,DE,2024-01-05,2024-01-06,EUR
d333ed9a18ca,a083224e,DE,2024-01-05,2024-01-08,EUR
9b49b3266f20,32ef93e3,DE,2024-01-05,2024-01-10,EUR
1a76fb023210,90345d36,DE,2024-01-05,2024-01-10,EUR
6dd98b8d55e6,6b74e8fa,DE,2024-01-05,2024-01-07,EUR
6819dbdb1093,13ce418a,DE,2024-01-05,2024-01-08,EUR
6721519c3069,85dbc111,DE,2024-01-05,2024-01-08,EUR
2e2b02f0fc07,5a6eb9ca,DE,2024-01-05,2024-01-08,EUR
9cab29aee9e9,59be937c,DE,2024-01-05,2024-01-06,EUR
3b9410a85bb5,6e4835c4,AT,2024-01-05,2024-01-10,EUR
1706b2eadc87,5b7124c9,AT,2024-01-05,2024-01-09,EUR
922489fe7cb5,1ce8850e,AT,2024-01-05,2024-01-10,EUR
cdd423dcf391,42a389ef,AT,2024-01-05,2024-01-06,EUR
cda86a4def41,5b7124c9,AT,2024-01-05,2024-01-06,EUR
fdb84e457ad5,02d53772,AT,2024-01-05,2024-01-07,EUR
439eafbebbfd,206bff68,AT,2024-01-05,2024-01-10,EUR
ff62b1688798,f0953b81,AT,2024-01-05,2024-01-06,EUR
d1d5fdcccbd5,ecebb30b,AT,2024-01-05,2024-01-08,EUR
3b5fa075358c,5d0f1307,AT,2024-01-05,2024-01-10,EUR
1f11364d269d,206bff68,AT,2024-01-05,2024-01-10,EUR
15178b83e644,bd5e0717,CH,2024-01-05,2024-01-08,CHF
a730debbc528,e7fada77,CH,2024-01-05,2024-01-07,CHF
eae4cf139b6d,f38cbbf1,CH,2024-01-05,2024-01-07,CHF
3f7b7bf9f9b5,9c802f58,CH,2024-01-05,2024-01-06,CHF
340617764f09,2e7115e5,CH,2024-01-05,2024-01-08,CHF
cb1c36d61c10,e7164b90,CH,2024-01-05,2024-01-10,CHF
797ee99915a0,4870e133,CH,2024-01-05,2024-01-09,CHF
8d3f77e76341,90345d36,CH,2024-01-05,2024-01-07,CHF
1f1ef5033160,bb749593,CH,2024-01-05,2024-01-10,CHF
de5f70ba868f,a083224e,CH,2024-01-05,2024-01-08,CHF
3cdfd7dbedde,bbae2e5d,CH,2024-01-05,2024-01-06,CHF
5f8015ab1b1c,da0e9ed7,CH,2024-01-05,2024-01-09,CHF
9a04da9843eb,206bff68,CH,2024-01-05,2024-01-10,CHF
fd4969d24fe4,5c0ce6e2,CH,2024-01-05,2024-01-10,CHF
5567f08dca44,a083224e,CH,2024-01-05,2024-01-08,CHF
47fccbc8434a,a03ebfd4,CH,2024-01-05,2024-01-09,CHF
03f5624b079e,4aecd0a1,CH,2024-01-05,2024-01-10,CHF
a5f1920a8af3,54a64ac3,DE,2024-01-06,2024-01-07,EUR
7115b0d554c4,e8be0109,DE,2024-01-06,2024-01-10,EUR
07ba7a76ba42,e91f071b,DE,2024-01-06,2024-01-09,EUR
f312358cbf38,c37253d3,DE,2024-01-06,2024-01-11,EUR
100c21e53e13,e3cb5179,DE,2024-01-06,2024-01-08,EUR
158a762abb63,3939bc93,DE,2024-01-06,2024-01-11,EUR
8c18d7001ee5,958e6036,DE,2024-01-06,2024-01-10,EUR
b2d79563f24d,f99550e3,DE,2024-01-06,2024-01-07,EUR
31c55b448552,79c3bf8d,DE,2024-01-06,2024-01-07,EUR
4a795fdf8d68,a99ab77f,DE,2024-01-06,2024-01-07,EUR
c8f7fc3cf051,86359f62,DE,2024-01-06,2024-01-10,EUR
31baf71b7bac,2414e004,DE,2024-01-06,2024-01-08,EUR
2e5caf967cf3,e8086f7e,DE,2024-01-06,2024-01-08,EUR
bb3016764997,11b1b108,DE,2024-01-06,2024-01-07,EUR
1e5230916971,e3cb5179,DE,2024-01-06,2024-01-07,EUR
25f78302903d,e68e2959,DE,2024-01-06,2024-01-11,EUR
993fba6a9597,e68e2959,DE,2024-01-06,2024-01-08,EUR
f7a082c33ab9,e5ed670f,DE,2024-01-06,2024-01-10,EUR
daf628357828,ed7f5273,DE,2024-01-06,2024-01-09,EUR
cb3fe0d8cd85,852d06b6,DE,2024-01-06,2024-01-10,EUR
29c901b252d9,e8086f7e,DE,2024-01-06,2024-01-10,EUR
ee2ff165b4c2,ef7323aa,DE,2024-01-06,2024-01-08,EUR
7b9e23470d06,29e5d0f4,DE,2024-01-06,2024-01-11,EUR
20e50b40bea1,c37253d3,DE,2024-01-06,2024-01-08,EUR
d9a6b1c8d0f4,d4f0e017,DE,2024-01-06,2024-01-10,EUR
54e0a468aa32,eabda197,DE,2024-01-06,2024-01-11,EUR
4206ecfd9df6,957a7f2f,DE,2024-01-06,2024-01-07,EUR
3c100bda2aad,8fb5dfc1,DE,2024-01-06,2024-01-10,EUR
0e2556f5b15d,180dc54d,DE,2024-01-06,2024-01-11,EUR
85ce15152a20,06a250c3,DE,2024-01-06,2024-01-09,EUR
